chr	pos	cM
chr16	34045	0
chr16	34170	4.80E-05
chr16	35057	0.000489
chr16	35065	0.000492
chr16	35561	0.000736
chr16	35658	0.000783
chr16	38165	0.002009
chr16	39475	0.002653
chr16	41010	0.003487
chr16	44808	0.00617
chr16	45254	0.00645
chr16	45481	0.006581
chr16	47354	0.007575
chr16	51263	0.009845
chr16	53517	0.01179
chr16	57275	0.015031
chr16	60167	0.017554
chr16	62777	0.019865
chr16	63972	0.020923
chr16	65074	0.022568
chr16	65187	0.022756
chr16	65659	0.023612
chr16	67196	0.026381
chr16	69021	0.02823
chr16	69731	0.028884
chr16	70336	0.029408
chr16	71847	0.030706
chr16	74163	0.032693
chr16	78955	0.036814
chr16	79278	0.03726
chr16	80407	0.039975
chr16	80854	0.041118
chr16	83094	0.046913
chr16	83879	0.048759
chr16	83947	0.048879
chr16	85653	0.050387
chr16	86889	0.05147
chr16	91661	0.055611
chr16	92827	0.056605
chr16	93505	0.057181
chr16	95034	0.058433
chr16	95284	0.058638
chr16	95886	0.058937
chr16	97707	0.059585
chr16	97816	0.059623
chr16	98011	0.059693
chr16	102474	0.06129
chr16	104846	0.06214
chr16	105322	0.062311
chr16	105360	0.062325
chr16	105968	0.062543
chr16	107143	0.062965
chr16	111939	0.064691
chr16	113352	0.065202
chr16	113419	0.065226
chr16	113599	0.065292
chr16	113627	0.065302
chr16	114936	0.065787
chr16	117409	0.066721
chr16	118535	0.067145
chr16	118692	0.067203
chr16	120329	0.067917
chr16	125187	0.069566
chr16	126744	0.070098
chr16	130720	0.071446
chr16	132468	0.072041
chr16	134243	0.072649
chr16	134391	0.072717
chr16	135103	0.073186
chr16	135124	0.073201
chr16	137430	0.07565
chr16	140006	0.085235
chr16	142315	0.093828
chr16	145177	0.104544
chr16	148836	0.117874
chr16	150074	0.122298
chr16	151390	0.126999
chr16	155036	0.140058
chr16	161244	0.143057
chr16	162650	0.143736
chr16	171058	0.147679
chr16	175654	0.149358
chr16	178307	0.150074
chr16	184365	0.151661
chr16	184429	0.151678
chr16	185491	0.151954
chr16	190281	0.153192
chr16	190896	0.153331
chr16	191211	0.153403
chr16	197889	0.154667
chr16	202480	0.155529
chr16	206279	0.156239
chr16	209733	0.156883
chr16	212300	0.157361
chr16	214643	0.157796
