#Subpopulation order/codes: Africa=0	Europe=1	Middle_East=2
#chm	spos	epos	sgpos	egpos	n snps	Mozabite25.0	Mozabite25.1
1	814773	1008588	2.01	2.56	12	1	1
1	1008588	3182277	2.56	6.22	70	2	1
1	3182277	3945869	6.22	9.17	50	2	2
1	3945869	5425745	9.17	13.35	95	2	0
1	5425745	8252218	13.35	18.83	105	2	2
1	8252218	10750376	18.83	22.51	70	2	1
1	10750376	11722449	22.51	24.62	40	1	1
1	11722449	12636473	24.62	26.71	20	1	2
1	12636473	18132361	26.71	38.27	210	2	2
1	18132361	18843965	38.27	41.08	35	1	2
1	18843965	19970982	41.08	43.40	40	0	2
1	19970982	20572772	43.40	44.75	25	1	2
1	20572772	21883551	44.75	46.11	30	2	2
1	21883551	22814974	46.11	47.52	45	2	1
1	22814974	25623109	47.52	51.11	90	2	2
1	25623109	29391679	51.11	53.58	90	2	1
1	29391679	33859839	53.58	59.57	185	2	2
1	33859839	34882243	59.57	61.88	45	2	0
1	34882243	36879747	61.88	63.93	70	1	0
1	36879747	39727917	63.93	68.39	105	1	2
1	39727917	41898295	68.39	70.91	70	2	2
1	41898295	44373791	70.91	72.44	50	2	0
1	44373791	46524372	72.44	73.64	60	2	2
1	46524372	47454832	73.64	74.41	25	0	2
1	47454832	50237583	74.41	76.47	60	1	2
1	50237583	52684524	76.47	77.15	35	1	0
1	52684524	52981467	77.15	77.22	10	2	0
1	52981467	53721113	77.22	78.40	40	2	1
1	53721113	54567186	78.40	79.92	35	1	1
1	54567186	56431784	79.92	82.43	65	1	2
1	56431784	57136710	82.43	83.92	40	2	2
1	57136710	57925949	83.92	84.99	30	2	1
1	57925949	58463964	84.99	85.90	25	2	2
1	58463964	59727027	85.90	87.47	35	0	2
1	59727027	61159376	87.47	88.96	45	2	2
1	61159376	62735906	88.96	92.06	50	2	1
1	62735906	64431372	92.06	94.74	50	1	1
1	64431372	65395977	94.74	96.24	25	0	1
1	65395977	66634421	96.24	97.37	55	0	2
1	66634421	68556116	97.37	99.90	50	2	2
