#Subpopulation order/codes: Africa=0	Europe=1	Middle_East=2
#chm	spos	epos	sgpos	egpos	n snps	Mozabite3.0	Mozabite3.1
1	814773	1517958	2.01	3.21	27	1	1
1	1517958	3435445	3.21	7.39	75	2	1
1	3435445	7081025	7.39	16.63	185	2	2
1	7081025	7538512	16.63	17.71	20	2	0
1	7538512	11722449	17.71	24.62	135	2	1
1	11722449	15250984	24.62	33.46	125	2	2
1	15250984	16491182	33.46	34.92	50	1	2
1	16491182	18577518	34.92	39.98	80	2	2
1	18577518	20145793	39.98	43.87	60	2	1
1	20145793	21421398	43.87	45.48	30	0	1
1	21421398	22814974	45.48	47.52	60	1	1
1	22814974	24178903	47.52	48.92	55	2	1
1	24178903	26232196	48.92	51.57	55	0	2
1	26232196	29528175	51.57	53.94	75	1	2
1	29528175	30797019	53.94	56.83	85	2	2
1	30797019	33509516	56.83	58.64	80	2	1
1	33509516	34882243	58.64	61.88	60	0	1
1	34882243	36879747	61.88	63.93	70	0	2
1	36879747	38142027	63.93	65.99	50	0	1
1	38142027	38271364	65.99	66.32	5	0	0
1	38271364	40861955	66.32	69.94	80	1	0
1	40861955	42267426	69.94	71.01	45	2	0
1	42267426	43155573	71.01	71.80	15	1	0
1	43155573	44043719	71.80	72.32	15	1	1
1	44043719	44615546	72.32	73.05	25	1	2
1	44615546	48643073	73.05	76.00	100	2	2
1	48643073	54244515	76.00	79.01	140	1	2
1	54244515	55701830	79.01	81.72	60	1	1
1	55701830	58463964	81.72	85.90	115	2	1
1	58463964	58878635	85.90	86.28	15	1	1
1	58878635	61954631	86.28	91.16	90	1	2
1	61954631	64101367	91.16	94.45	60	1	1
1	64101367	66776517	94.45	97.43	100	2	1
1	66776517	68990011	97.43	100.18	55	2	2
1	68990011	73120242	100.18	102.75	125	1	2
1	73120242	75982301	102.75	104.36	110	1	1
1	75982301	76181452	104.36	104.74	10	1	2
1	76181452	78629235	104.74	106.92	70	0	2
1	78629235	78729702	106.92	107.04	5	0	0
1	78729702	79243314	107.04	107.59	20	1	0
1	79243314	81589803	107.59	110.16	100	1	2
1	81589803	87576136	110.16	116.66	175	2	1
1	87576136	88597228	116.66	118.19	30	2	2
1	88597228	89641232	118.19	118.90	35	2	1
1	89641232	89910293	118.90	119.26	5	1	1
1	89910293	92979940	119.26	121.91	85	1	2
1	92979940	94652227	121.91	123.47	40	1	1
1	94652227	95550382	123.47	124.45	40	1	0
1	95550382	96880712	124.45	125.16	25	2	0
1	96880712	98507250	125.16	127.08	45	2	1
1	98507250	101564297	127.08	129.54	105	2	2
1	101564297	103120496	129.54	131.14	60	1	2
1	103120496	106408786	131.14	133.63	145	1	0
1	106408786	107355799	133.63	134.59	25	1	2
1	107355799	108859958	134.59	136.72	50	2	1
1	108859958	109804203	136.72	138.10	25	2	2
1	109804203	111639345	138.10	141.42	80	1	2
1	111639345	112712590	141.42	142.85	50	0	2
1	112712590	115414499	142.85	145.69	70	2	2
1	115414499	115941327	145.69	146.40	30	2	1
1	115941327	117031401	146.40	147.90	25	1	1
1	117031401	117792666	147.90	148.85	30	2	1
1	117792666	125155385	148.85	151.63	110	2	2
1	125155385	147938403	151.63	158.10	55	1	0
1	147938403	149206859	158.10	160.50	15	2	0
1	149206859	154781750	160.50	165.18	125	2	2
1	154781750	157165865	165.18	167.70	50	2	0
1	157165865	158074750	167.70	169.11	45	2	1
1	158074750	159940547	169.11	171.73	80	2	2
1	159940547	161327563	171.73	173.96	50	2	1
1	161327563	161440418	173.96	174.04	10	1	1
1	161440418	162597435	174.04	175.54	40	1	2
1	162597435	164523523	175.54	178.22	75	2	2
1	164523523	164620204	178.22	178.55	5	2	1
1	164620204	165377463	178.55	180.34	35	1	1
1	165377463	166002368	180.34	181.29	30	0	1
1	166002368	167430844	181.29	182.71	50	2	2
1	167430844	169117020	182.71	186.57	70	2	1
1	169117020	171004073	186.57	187.94	75	2	2
1	171004073	172218679	187.94	189.13	50	1	2
1	172218679	172318775	189.13	189.18	5	2	2
1	172318775	173003058	189.18	189.85	30	2	1
1	173003058	173341146	189.85	190.29	15	0	1
1	173341146	176500719	190.29	192.51	100	0	2
1	176500719	178016805	192.51	193.90	40	0	1
1	178016805	178949177	193.90	194.43	20	2	1
1	178949177	179565405	194.43	194.90	40	2	0
1	179565405	181144672	194.90	196.29	50	2	2
1	181144672	184959400	196.29	200.28	115	1	2
1	184959400	186816900	200.28	201.55	60	0	2
1	186816900	188038252	201.55	203.11	40	0	1
1	188038252	189798250	203.11	204.00	55	1	1
1	189798250	190071358	204.00	204.37	15	1	2
1	190071358	198039432	204.37	209.17	260	2	2
1	198039432	200487577	209.17	211.10	85	2	1
1	200487577	201077983	211.10	211.76	15	2	2
1	201077983	202806373	211.76	214.79	65	1	2
1	202806373	203044535	214.79	215.04	10	1	0
1	203044535	204254167	215.04	217.80	40	2	0
1	204254167	206125998	217.80	221.05	75	2	1
1	206125998	208379588	221.05	223.98	70	2	2
1	208379588	209574151	223.98	226.18	45	2	1
1	209574151	210060265	226.18	226.76	25	2	0
1	210060265	212407580	226.76	228.92	80	1	0
1	212407580	213459477	228.92	229.97	35	2	0
1	213459477	217486710	229.97	235.95	140	2	2
1	217486710	218770806	235.95	237.64	45	2	0
1	218770806	219318540	237.64	238.01	20	2	1
1	219318540	220321262	238.01	238.74	40	0	1
1	220321262	221390460	238.74	239.58	35	0	2
1	221390460	221696150	239.58	239.88	15	0	0
1	221696150	223463773	239.88	241.88	60	1	0
1	223463773	229335452	241.88	246.08	200	0	0
1	229335452	230877846	246.08	248.63	55	2	0
1	230877846	231148002	248.63	248.85	10	0	0
1	231148002	233400430	248.85	252.75	100	0	2
1	233400430	234028637	252.75	253.93	20	1	2
1	234028637	235053574	253.93	257.69	50	2	0
1	235053574	236528232	257.69	260.84	50	0	0
1	236528232	237241373	260.84	262.58	30	2	0
1	237241373	237743307	262.58	263.87	30	0	1
1	237743307	238793087	263.87	265.71	55	0	2
1	238793087	239608154	265.71	266.67	30	0	1
1	239608154	240534945	266.67	269.08	45	2	0
1	240534945	241262576	269.08	271.25	30	2	2
1	241262576	243298851	271.25	275.95	95	1	2
1	243298851	244748791	275.95	278.71	30	2	2
1	244748791	245133177	278.71	280.25	15	0	2
1	245133177	245603349	280.25	282.14	25	0	1
1	245603349	246518149	282.14	283.43	40	2	1
1	246518149	247438476	283.43	284.58	35	0	1
1	247438476	248409211	284.58	285.60	55	0	0
1	248409211	248856131	285.60	286.22	28	0	2
2	46507	825417	0.03	1.08	32	2	1
2	825417	1142425	1.08	1.29	10	0	1
2	1142425	1364039	1.29	1.45	20	0	2
2	1364039	2933720	1.45	4.85	60	2	2
2	2933720	5014037	4.85	13.91	90	2	1
2	5014037	6458986	13.91	17.48	65	2	2
2	6458986	6769892	17.48	18.12	10	2	0
2	6769892	6917071	18.12	18.80	10	1	0
2	6917071	7625013	18.80	20.01	25	1	2
2	7625013	9623775	20.01	24.80	65	1	1
2	9623775	10224296	24.80	26.51	40	1	2
2	10224296	11692377	26.51	31.08	70	1	1
2	11692377	12965186	31.08	33.36	40	2	1
2	12965186	15598835	33.36	36.02	115	2	2
2	15598835	15974795	36.02	36.85	20	2	1
2	15974795	16135086	36.85	37.58	5	1	1
2	16135086	16620909	37.58	38.78	20	1	0
2	16620909	18356935	38.78	40.59	60	1	1
2	18356935	18417440	40.59	40.65	5	1	2
2	18417440	23056240	40.65	47.03	155	2	2
2	23056240	24187869	47.03	48.23	50	0	2
2	24187869	26526729	48.23	49.62	60	2	2
2	26526729	29040470	49.62	51.67	50	0	2
2	29040470	31628605	51.67	56.49	105	2	2
2	31628605	32339117	56.49	56.59	15	0	2
2	32339117	34349499	56.59	59.33	95	0	1
2	34349499	35208444	59.33	60.20	35	2	1
2	35208444	35293280	60.20	60.22	5	2	2
2	35293280	37461625	60.22	63.08	90	1	2
2	37461625	38671938	63.08	65.29	60	1	1
2	38671938	41150520	65.29	67.17	80	2	1
2	41150520	41915684	67.17	68.10	40	2	0
2	41915684	45691639	68.10	72.96	165	2	2
2	45691639	46269599	72.96	74.66	35	1	2
2	46269599	51503071	74.66	80.27	215	0	2
2	51503071	53087181	80.27	81.40	70	0	1
2	53087181	55071018	81.40	83.51	85	0	2
2	55071018	56272744	83.51	84.47	45	0	0
2	56272744	56829446	84.47	84.89	35	0	1
2	56829446	58604943	84.89	85.54	80	2	1
2	58604943	59829489	85.54	86.87	45	1	0
2	59829489	60804365	86.87	87.86	25	1	2
2	60804365	64946569	87.86	90.44	100	0	2
2	64946569	65224218	90.44	90.77	10	2	2
2	65224218	66576817	90.77	92.50	50	2	0
2	66576817	66666711	92.50	92.71	5	2	2
2	66666711	68492249	92.71	95.32	80	1	2
2	68492249	71449236	95.32	98.72	120	2	2
2	71449236	71893390	98.72	99.69	15	0	2
2	71893390	72937420	99.69	100.40	25	0	0
2	72937420	75122295	100.40	102.96	50	1	0
2	75122295	75453081	102.96	103.77	10	1	2
2	75453081	76350903	103.77	104.36	40	0	2
2	76350903	77013177	104.36	105.36	45	0	0
2	77013177	77503117	105.36	106.26	20	0	2
2	77503117	85230829	106.26	112.90	315	2	2
2	85230829	87478591	112.90	114.40	70	2	1
2	87478591	96674044	114.40	118.51	80	1	1
2	96674044	99589886	118.51	119.47	65	1	2
2	99589886	101209084	119.47	120.65	65	2	2
2	101209084	102309801	120.65	121.36	40	2	0
2	102309801	105604943	121.36	124.98	110	2	2
2	105604943	108357946	124.98	127.61	85	2	0
2	108357946	108978528	127.61	127.86	25	1	0
2	108978528	109700833	127.86	129.09	30	0	0
2	109700833	111615196	129.09	131.88	30	0	1
2	111615196	113136549	131.88	133.14	50	2	1
2	113136549	113385241	133.14	133.51	10	2	2
2	113385241	114599565	133.51	134.58	35	0	2
2	114599565	116282429	134.58	135.50	50	1	2
2	116282429	118144280	135.50	136.47	70	1	1
2	118144280	121160197	136.47	141.05	80	0	0
2	121160197	127639843	141.05	146.33	250	2	2
2	127639843	130386347	146.33	149.42	95	1	2
2	130386347	133642123	149.42	153.71	100	1	1
2	133642123	136256331	153.71	155.90	65	2	1
2	136256331	136946381	155.90	156.57	20	1	1
2	136946381	137630859	156.57	157.09	25	1	2
2	137630859	139259466	157.09	158.74	50	2	2
2	139259466	140146393	158.74	159.15	35	2	1
2	140146393	141712905	159.15	160.63	65	1	1
2	141712905	142381454	160.63	161.37	25	2	1
