#reference_panel_population:	Africa	Europe	Middle_East
chromosome	physical_position	genetic_position	genetic_marker_index	Mozabite_23:::hap1:::Africa	Mozabite_23:::hap1:::Europe	Mozabite_23:::hap1:::Middle_East	Mozabite_23:::hap2:::Africa	Mozabite_23:::hap2:::Europe	Mozabite_23:::hap2:::Middle_East
4	154240	0.35920	0	0.00000	0.00010	0.99990	0.00003	0.53291	0.46709
4	288819	0.37490	5	0.00000	0.00010	0.99990	0.00003	0.53291	0.46709
4	333795	0.55892	10	0.00000	0.00004	0.99996	0.00001	0.53267	0.46733
4	417223	0.56543	15	0.00000	0.00004	0.99996	0.00001	0.53267	0.46733
4	600054	0.64765	20	0.00000	0.00003	0.99997	0.00000	0.53145	0.46855
4	735430	0.85201	25	0.00000	0.00001	0.99999	0.00000	0.49194	0.50806
4	820931	0.91139	30	0.00000	0.00000	1.00000	0.00000	0.48511	0.51489
4	1066079	1.14332	35	0.00000	0.00000	1.00000	0.00000	0.23231	0.76769
4	1163352	1.15824	40	0.00000	0.00000	1.00000	0.00000	0.23109	0.76891
4	1258600	1.20046	45	0.00000	0.00000	1.00000	0.00000	0.22169	0.77831
4	1311230	1.20735	50	0.00000	0.00000	1.00000	0.00000	0.22152	0.77848
4	1384316	1.23204	55	0.00000	0.00000	1.00000	0.00000	0.21934	0.78066
4	1527926	1.55765	60	0.00000	0.00000	1.00000	0.00000	0.01556	0.98444
4	1571092	1.65596	65	0.00000	0.00000	1.00000	0.00000	0.00935	0.99065
4	1654283	1.77152	70	0.00000	0.00000	1.00000	0.00000	0.00390	0.99610
4	1725859	1.87998	75	0.00000	0.00000	1.00000	0.00000	0.00164	0.99836
4	1775318	1.96905	80	0.00000	0.00000	1.00000	0.00000	0.00109	0.99891
4	1857329	2.05072	85	0.00000	0.00000	1.00000	0.00000	0.00091	0.99909
4	2104602	2.22238	90	0.00000	0.00000	0.99999	0.00000	0.00063	0.99937
4	2271483	2.35616	95	0.00000	0.00001	0.99999	0.00000	0.00059	0.99941
4	2420184	2.65526	100	0.00000	0.00017	0.99983	0.00000	0.00054	0.99946
4	2644490	2.75024	105	0.00000	0.00022	0.99978	0.00000	0.00054	0.99946
4	2819201	2.82330	110	0.00000	0.00034	0.99966	0.00000	0.00054	0.99946
4	2915881	2.91238	115	0.00000	0.00107	0.99893	0.00000	0.00055	0.99945
4	3010549	2.94602	120	0.00000	0.00118	0.99882	0.00000	0.00055	0.99945
4	3123069	2.98699	125	0.00000	0.00125	0.99875	0.00000	0.00055	0.99945
4	3313289	3.02894	130	0.00000	0.00129	0.99871	0.00000	0.00056	0.99944
4	3546639	3.35835	135	0.00000	0.00223	0.99777	0.00000	0.00107	0.99892
4	3682518	4.29097	140	0.00002	0.00571	0.99427	0.00000	0.00859	0.99140
4	3742660	4.68874	145	0.00003	0.00585	0.99412	0.00001	0.01091	0.98908
4	3877521	6.50620	150	0.00004	0.00285	0.99710	0.00003	0.17189	0.82797
4	3912760	7.18700	155	0.00000	0.00193	0.99807	0.00000	0.22954	0.77046
4	3940401	7.28707	160	0.00000	0.00191	0.99809	0.00000	0.23075	0.76925
4	3977922	7.31365	165	0.00000	0.00191	0.99809	0.00000	0.23109	0.76891
4	4060491	7.46323	170	0.00000	0.00183	0.99817	0.00000	0.23775	0.76225
4	4118420	7.61513	175	0.00000	0.00175	0.99825	0.00000	0.24617	0.75383
4	4184191	7.73984	180	0.00000	0.00170	0.99830	0.00000	0.25073	0.74927
4	4235480	7.83717	185	0.00000	0.00167	0.99833	0.00000	0.25312	0.74688
4	4445258	8.48291	190	0.00000	0.00089	0.99911	0.00000	0.33155	0.66845
4	4595693	8.72041	195	0.00000	0.00080	0.99920	0.00000	0.33939	0.66061
4	4827828	9.05371	200	0.00000	0.00056	0.99944	0.00000	0.34754	0.65246
4	4905828	9.22640	205	0.00000	0.00052	0.99948	0.00000	0.34909	0.65091
4	5019294	9.68365	210	0.00000	0.00037	0.99963	0.00000	0.35443	0.64557
4	5181744	10.50866	215	0.00000	0.00010	0.99990	0.00000	0.35914	0.64086
4	5274795	10.71689	220	0.00000	0.00009	0.99991	0.00000	0.35914	0.64086
4	5313996	10.73017	225	0.00000	0.00009	0.99991	0.00000	0.35914	0.64086
4	5375349	10.77098	230	0.00000	0.00009	0.99991	0.00000	0.35914	0.64086
4	5447237	10.98134	235	0.00000	0.00007	0.99993	0.00000	0.35757	0.64243
4	5503406	11.14677	240	0.00000	0.00006	0.99994	0.00000	0.35689	0.64311
4	5557048	11.19874	245	0.00000	0.00006	0.99994	0.00000	0.35667	0.64333
4	5695604	11.56935	250	0.00000	0.00003	0.99997	0.00001	0.34887	0.65113
4	5769561	11.87547	255	0.00000	0.00002	0.99998	0.00002	0.33590	0.66410
4	5929242	12.41042	260	0.00000	0.00001	0.99999	0.00007	0.28997	0.70982
4	6024854	12.91323	265	0.00000	0.00001	0.99998	0.00007	0.24908	0.75074
4	6132555	13.48734	270	0.00004	0.00004	0.99992	0.00002	0.21850	0.78150
4	6174290	13.75471	275	0.00011	0.00006	0.99983	0.00001	0.21469	0.78531
4	6227076	14.06045	280	0.00067	0.00018	0.99915	0.00001	0.21256	0.78744
4	6309988	14.29910	285	0.00291	0.00081	0.99628	0.00001	0.21223	0.78777
4	6368628	14.78286	290	0.00750	0.00618	0.98632	0.00000	0.21158	0.78842
4	6411125	15.09129	295	0.00829	0.01082	0.98089	0.00000	0.21125	0.78875
4	6466094	15.20693	300	0.00830	0.01183	0.97986	0.00000	0.21109	0.78891
4	6528221	15.36077	305	0.00812	0.01563	0.97624	0.00000	0.21028	0.78972
4	6620413	15.65007	310	0.00727	0.02725	0.96548	0.00000	0.20562	0.79438
4	6715201	15.97994	315	0.00628	0.03997	0.95375	0.00000	0.19606	0.80394
4	6787274	16.46293	320	0.00253	0.06645	0.93102	0.00006	0.17896	0.82090
4	7037618	16.96676	325	0.00043	0.08352	0.91611	0.00047	0.16479	0.83468
4	7105890	17.04289	330	0.00039	0.08382	0.91581	0.00055	0.16438	0.83508
4	7135794	17.15306	335	0.00034	0.08419	0.91543	0.00163	0.16331	0.83508
4	7213926	17.73569	340	0.00001	0.09049	0.90951	0.14116	0.06823	0.79053
4	7234174	17.77871	345	0.00001	0.09049	0.90943	0.14211	0.06785	0.79004
4	7317856	18.25786	350	0.00000	0.09351	0.90649	0.22576	0.04809	0.72604
4	7396129	19.05195	355	0.00000	0.09851	0.90149	0.47926	0.01115	0.50952
4	7444951	19.23720	360	0.00000	0.09869	0.90131	0.48340	0.01056	0.50610
4	7502953	19.52477	365	0.00000	0.09860	0.90140	0.48560	0.01021	0.50415
4	7594810	19.79212	370	0.00000	0.09843	0.90157	0.48633	0.01001	0.50366
4	7661061	20.05825	375	0.00000	0.09808	0.90192	0.48633	0.00981	0.50391
4	7779093	20.82415	380	0.00006	0.09057	0.90935	0.47950	0.00792	0.51245
4	7852433	20.87321	385	0.00006	0.09057	0.90943	0.47950	0.00791	0.51269
4	7972263	20.96663	390	0.00015	0.09041	0.90943	0.47731	0.00785	0.51489
4	8137225	21.74166	395	0.06885	0.05410	0.87706	0.16573	0.00245	0.83183
4	8282114	22.30058	400	0.20947	0.00393	0.78662	0.06171	0.00014	0.93812
4	8304054	22.35225	405	0.21223	0.00320	0.78448	0.06103	0.00013	0.93886
4	8363577	22.61119	410	0.25720	0.00037	0.74242	0.05213	0.00005	0.94782
4	8494704	22.67589	415	0.25908	0.00034	0.74055	0.05165	0.00005	0.94830
4	8615962	23.17492	420	0.34732	0.00002	0.65246	0.01876	0.00001	0.98122
4	8733988	23.46843	425	0.37548	0.00000	0.62452	0.01029	0.00001	0.98970
4	8794240	23.65905	430	0.38191	0.00000	0.61809	0.00743	0.00002	0.99255
4	8908453	24.02037	435	0.39958	0.00000	0.60042	0.00057	0.00005	0.99938
