#reference_panel_population:	Africa	Europe	Middle_East
chromosome	physical_position	genetic_position	genetic_marker_index	Mozabite_9:::hap1:::Africa	Mozabite_9:::hap1:::Europe	Mozabite_9:::hap1:::Middle_East	Mozabite_9:::hap2:::Africa	Mozabite_9:::hap2:::Europe	Mozabite_9:::hap2:::Middle_East
6	188479	0.24232	0	0.00006	0.00029	0.99966	0.00001	0.00001	0.99998
6	244846	0.54081	5	0.00005	0.00028	0.99966	0.00001	0.00000	0.99999
6	538929	1.38851	10	0.00000	0.00023	0.99976	0.00000	0.00000	1.00000
6	637143	1.50484	15	0.00000	0.00023	0.99976	0.00000	0.00000	1.00000
6	851334	2.06021	20	0.00000	0.00023	0.99977	0.00000	0.00000	1.00000
6	889048	2.08692	25	0.00000	0.00023	0.99977	0.00000	0.00000	1.00000
6	1017053	2.36599	30	0.00000	0.00023	0.99977	0.00000	0.00000	1.00000
6	1085540	2.62268	35	0.00000	0.00023	0.99977	0.00000	0.00000	1.00000
6	1247934	3.12456	40	0.00000	0.00023	0.99977	0.00001	0.00000	0.99999
6	1281199	3.25786	45	0.00000	0.00023	0.99977	0.00001	0.00000	0.99999
6	1364580	3.64853	50	0.00000	0.00023	0.99977	0.00001	0.00000	0.99999
6	1512263	4.49709	55	0.00000	0.00022	0.99978	0.00001	0.00000	0.99999
6	1668436	5.14991	60	0.00000	0.00022	0.99978	0.00000	0.00000	1.00000
6	1702845	5.23945	65	0.00000	0.00022	0.99978	0.00000	0.00000	1.00000
6	1943155	5.88642	70	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	2213551	6.07184	75	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	2378556	6.11004	80	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	2465681	6.34504	85	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	2522548	6.53475	90	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	2614614	6.77193	95	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	2738145	6.89953	100	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	2843192	7.31570	105	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	2929993	7.58228	110	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	3206631	8.12990	115	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	3294469	8.28857	120	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	3332389	8.47246	125	0.00000	0.00020	0.99980	0.00000	0.00000	1.00000
6	3450580	8.89508	130	0.00000	0.00019	0.99981	0.00000	0.00000	1.00000
6	3502093	9.01446	135	0.00000	0.00019	0.99981	0.00000	0.00000	1.00000
6	3617456	9.32845	140	0.00000	0.00019	0.99981	0.00000	0.00000	1.00000
6	3712648	9.52793	145	0.00000	0.00019	0.99981	0.00000	0.00000	1.00000
6	3806656	9.69195	150	0.00000	0.00019	0.99981	0.00000	0.00001	0.99999
6	3917110	10.14710	155	0.00000	0.00016	0.99984	0.00000	0.00001	0.99999
6	4026482	10.57846	160	0.00000	0.00013	0.99987	0.00000	0.00001	0.99999
6	4189916	10.74665	165	0.00000	0.00013	0.99987	0.00000	0.00001	0.99999
6	4238254	10.77334	170	0.00000	0.00013	0.99987	0.00000	0.00001	0.99999
6	4447511	11.11191	175	0.00000	0.00011	0.99989	0.00000	0.00001	0.99999
6	4501837	11.18943	180	0.00000	0.00011	0.99989	0.00000	0.00001	0.99999
6	4601232	11.32353	185	0.00000	0.00011	0.99989	0.00001	0.00001	0.99998
6	4821707	12.45225	190	0.00000	0.00000	1.00000	0.01696	0.00030	0.98274
6	4904993	12.46337	195	0.00000	0.00000	1.00000	0.01696	0.00030	0.98274
6	5003709	12.62722	200	0.00000	0.00000	1.00000	0.01768	0.00030	0.98203
6	5124118	12.89681	205	0.00000	0.00000	1.00000	0.02461	0.00029	0.97508
6	5308960	13.02969	210	0.00000	0.00000	1.00000	0.02601	0.00029	0.97369
6	5497526	13.49543	215	0.00000	0.00000	1.00000	0.13776	0.00023	0.86200
6	5679773	14.12535	220	0.00001	0.00000	0.99999	0.65666	0.00001	0.34312
6	5808619	14.52848	225	0.00001	0.00000	0.99999	0.69884	0.00000	0.30116
6	5886356	14.70404	230	0.00001	0.00000	0.99999	0.69987	0.00000	0.30013
6	6062413	15.19909	235	0.00001	0.00000	0.99999	0.70619	0.00000	0.29381
6	6143472	15.24427	240	0.00001	0.00000	0.99999	0.70619	0.00000	0.29381
6	6176605	15.41696	245	0.00001	0.00000	0.99999	0.70619	0.00000	0.29381
6	6290664	15.86397	250	0.00000	0.00001	0.99999	0.70619	0.00000	0.29381
6	6345078	16.07677	255	0.00000	0.00001	0.99999	0.70619	0.00000	0.29381
6	6441897	16.24327	260	0.00000	0.00001	0.99999	0.70619	0.00000	0.29381
6	6579251	16.50001	265	0.00000	0.00002	0.99998	0.70619	0.00000	0.29381
6	6642562	16.70127	270	0.00000	0.00003	0.99997	0.70619	0.00000	0.29381
6	6685569	16.88112	275	0.00000	0.00003	0.99997	0.70619	0.00000	0.29381
6	6824174	17.55480	280	0.00000	0.00034	0.99966	0.70355	0.00000	0.29645
6	6953738	18.05003	285	0.00000	0.00045	0.99955	0.69699	0.00000	0.30301
6	7041467	18.28511	290	0.00000	0.00046	0.99954	0.69451	0.00000	0.30549
