#reference_panel_population:	Africa	Europe	Middle_East
chromosome	physical_position	genetic_position	genetic_marker_index	Mozabite_2:::hap1:::Africa	Mozabite_2:::hap1:::Europe	Mozabite_2:::hap1:::Middle_East	Mozabite_2:::hap2:::Africa	Mozabite_2:::hap2:::Europe	Mozabite_2:::hap2:::Middle_East
22	11272546	1.07488	0	0.00000	0.00002	0.99998	0.00000	0.00086	0.99914
22	15409445	1.47217	5	0.00000	0.00002	0.99998	0.00000	0.00085	0.99915
22	15837171	1.52288	10	0.00000	0.00002	0.99998	0.00000	0.00085	0.99915
22	16133469	1.55802	15	0.00000	0.00002	0.99998	0.00000	0.00085	0.99915
22	16185379	1.56417	20	0.00000	0.00002	0.99998	0.00000	0.00085	0.99915
22	16236355	1.57022	25	0.00000	0.00002	0.99998	0.00000	0.00085	0.99915
22	16272018	1.57445	30	0.00000	0.00002	0.99998	0.00000	0.00085	0.99915
22	16405208	1.63137	35	0.00000	0.00002	0.99998	0.00000	0.00084	0.99916
22	16633076	1.84197	40	0.00000	0.00002	0.99998	0.00000	0.00002	0.99998
22	16688085	1.88525	45	0.00000	0.00002	0.99998	0.00000	0.00002	0.99998
22	16763530	2.04005	50	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	16846367	2.20532	55	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	16914099	2.49383	60	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	17017183	2.76677	65	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	17095593	2.92018	70	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	17244156	3.99199	75	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	17346842	4.91249	80	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	17414121	5.26321	85	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	17462030	5.35278	90	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	17701882	5.90431	95	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	17888871	6.46983	100	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	18097321	7.07281	105	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
22	18166204	7.24888	110	0.00000	0.00002	0.99998	0.00000	0.00001	0.99999
