#reference_panel_population:	Africa	Europe	Middle_East
chromosome	physical_position	genetic_position	genetic_marker_index	Mozabite_9:::hap1:::Africa	Mozabite_9:::hap1:::Europe	Mozabite_9:::hap1:::Middle_East	Mozabite_9:::hap2:::Africa	Mozabite_9:::hap2:::Europe	Mozabite_9:::hap2:::Middle_East
11	186059	0.00000	0	0.06501	0.48487	0.45036	0.00069	0.89284	0.10650
11	288003	0.21865	5	0.06543	0.48462	0.45036	0.00050	0.89303	0.10650
11	377519	0.80220	10	0.08702	0.46223	0.45084	0.00002	0.89134	0.10866
11	517706	0.89156	15	0.08780	0.46150	0.45084	0.00002	0.89124	0.10876
11	658511	0.97843	20	0.08922	0.46029	0.45084	0.00002	0.89115	0.10885
11	838419	1.13853	25	0.09628	0.45350	0.45036	0.00002	0.89087	0.10913
11	1073378	1.37481	30	0.11202	0.43903	0.44939	0.00007	0.89001	0.10990
11	1214868	1.78081	35	0.21338	0.34444	0.44264	0.00187	0.88533	0.11280
11	1295327	1.94674	40	0.26114	0.30013	0.43903	0.00772	0.87831	0.11397
11	1424407	2.02389	45	0.26971	0.29260	0.43806	0.01825	0.86771	0.11407
11	1659357	2.19593	50	0.52756	0.05650	0.41608	0.31997	0.56985	0.11028
11	1761531	2.44497	55	0.60813	0.00497	0.38700	0.86397	0.06165	0.07443
11	1865838	2.86743	60	0.61878	0.00068	0.38053	0.97063	0.00582	0.02353
11	2107455	3.67065	65	0.61993	0.00002	0.38007	0.99841	0.00002	0.00156
11	2265960	3.94845	70	0.61924	0.00001	0.38076	0.99882	0.00000	0.00118
11	2361791	4.17203	75	0.61671	0.00001	0.38329	0.99885	0.00000	0.00115
11	2419220	4.42589	80	0.58652	0.00014	0.41348	0.99884	0.00000	0.00116
11	2532323	4.78793	85	0.49048	0.00115	0.50830	0.99869	0.00000	0.00131
11	2662708	5.17264	90	0.33590	0.00585	0.65820	0.99770	0.00000	0.00230
11	2798430	5.59695	95	0.20181	0.02071	0.77747	0.99224	0.00002	0.00773
11	2989273	6.09859	100	0.01734	0.08442	0.89823	0.90829	0.00101	0.09065
11	3085374	6.12978	105	0.01611	0.08525	0.89868	0.90490	0.00114	0.09393
11	3143788	6.40607	110	0.00152	0.09799	0.90053	0.21174	0.07270	0.71562
11	3202130	6.63892	115	0.00078	0.10026	0.89894	0.09401	0.09938	0.80655
11	3379104	7.36552	120	0.00000	0.14584	0.85416	0.00457	0.12158	0.87386
11	3428349	7.55513	125	0.00000	0.15228	0.84772	0.00199	0.12210	0.87589
11	3448638	7.58050	130	0.00000	0.15254	0.84746	0.00197	0.12221	0.87589
11	3560266	7.82896	135	0.00000	0.19208	0.80792	0.00108	0.12148	0.87737
11	3612559	7.89210	140	0.00000	0.19621	0.80379	0.00105	0.12137	0.87758
11	3652150	8.30536	145	0.00001	0.51928	0.48072	0.00023	0.10384	0.89598
11	3775882	8.42692	150	0.00001	0.56386	0.43614	0.00018	0.09982	0.90000
11	3869730	8.68430	155	0.00000	0.89340	0.10660	0.00001	0.02540	0.97458
11	3992257	8.73350	160	0.00000	0.91475	0.08525	0.00000	0.01987	0.98011
11	4148234	8.76856	165	0.00000	0.94133	0.05867	0.00000	0.01553	0.98447
11	4224852	8.82221	170	0.00000	0.96395	0.03605	0.00000	0.01115	0.98884
11	4251874	8.85461	175	0.00000	0.96732	0.03268	0.00000	0.01055	0.98945
11	4353053	8.89907	180	0.00000	0.96924	0.03076	0.00000	0.00996	0.99004
11	4438133	9.09561	185	0.00000	0.98649	0.01351	0.00000	0.00430	0.99570
11	4485644	9.23345	190	0.00000	0.98922	0.01078	0.00000	0.00327	0.99673
11	4558290	9.27262	195	0.00000	0.98929	0.01071	0.00000	0.00324	0.99676
11	4634856	9.37183	200	0.00000	0.98940	0.01060	0.00000	0.00313	0.99687
11	4703450	9.52937	205	0.00001	0.98952	0.01047	0.00000	0.00305	0.99695
11	4759258	9.72171	210	0.00007	0.98953	0.01040	0.00000	0.00298	0.99702
11	4818099	9.81134	215	0.00024	0.98936	0.01040	0.00000	0.00296	0.99704
11	4980409	10.03476	220	0.00665	0.98342	0.00993	0.00000	0.00290	0.99710
11	5073484	10.18470	225	0.02149	0.96947	0.00903	0.00000	0.00289	0.99711
11	5173273	10.27464	230	0.05301	0.93953	0.00748	0.00000	0.00289	0.99711
11	5213551	10.44362	235	0.12711	0.86805	0.00487	0.00000	0.00291	0.99709
11	5268823	10.58862	240	0.15804	0.83815	0.00381	0.00000	0.00295	0.99705
11	5348495	10.87932	245	0.25814	0.74017	0.00165	0.00000	0.00350	0.99650
11	5404573	10.93111	250	0.26152	0.73697	0.00159	0.00000	0.00357	0.99643
11	5452659	10.99056	255	0.26190	0.73640	0.00157	0.00000	0.00384	0.99616
11	5525420	11.16214	260	0.26246	0.73602	0.00150	0.00000	0.01361	0.98638
11	5654742	11.50951	265	0.26209	0.73659	0.00143	0.00001	0.16291	0.83709
11	5724552	11.72495	270	0.25572	0.74280	0.00151	0.00001	0.28877	0.71123
11	5825879	11.87670	275	0.22798	0.76995	0.00211	0.00000	0.33939	0.66061
11	5926074	11.92070	280	0.22152	0.77611	0.00234	0.00000	0.34092	0.65908
11	5965467	11.94348	285	0.22068	0.77696	0.00240	0.00000	0.34092	0.65908
11	6085157	12.25518	290	0.09765	0.88886	0.01345	0.00000	0.34312	0.65688
11	6093150	12.25518	295	0.09765	0.88886	0.01345	0.00000	0.34312	0.65688
11	6144088	12.28154	300	0.09748	0.88905	0.01348	0.00000	0.34312	0.65688
