#reference_panel_population:	Africa	Europe	Middle_East
chromosome	physical_position	genetic_position	genetic_marker_index	Mozabite_5:::hap1:::Africa	Mozabite_5:::hap1:::Europe	Mozabite_5:::hap1:::Middle_East	Mozabite_5:::hap2:::Africa	Mozabite_5:::hap2:::Europe	Mozabite_5:::hap2:::Middle_East
17	159570	0.00000	0	0.00058	0.00015	0.99926	0.00327	0.00117	0.99555
17	265866	0.50039	5	0.00008	0.00001	0.99991	0.00152	0.00043	0.99804
17	302086	0.84819	10	0.00000	0.00001	0.99999	0.00035	0.00025	0.99940
17	333934	1.10812	15	0.00000	0.00000	1.00000	0.00010	0.00017	0.99974
17	384844	1.32285	20	0.00000	0.00000	1.00000	0.00003	0.00012	0.99985
17	665203	1.60684	25	0.00000	0.00000	1.00000	0.00000	0.00009	0.99991
17	718925	1.61533	30	0.00000	0.00000	1.00000	0.00000	0.00009	0.99991
17	804089	1.79581	35	0.00000	0.00000	1.00000	0.00000	0.00009	0.99991
17	905354	2.15530	40	0.00000	0.00000	1.00000	0.00000	0.00007	0.99993
17	934935	2.52217	45	0.00000	0.00000	1.00000	0.00000	0.00005	0.99995
17	1021531	3.08572	50	0.00000	0.00000	1.00000	0.00000	0.00002	0.99998
17	1087890	3.47505	55	0.00000	0.00000	1.00000	0.00000	0.00001	0.99999
17	1220388	3.92553	60	0.00000	0.00000	1.00000	0.00000	0.00001	0.99999
17	1319873	4.46644	65	0.00000	0.00000	1.00000	0.00000	0.00000	1.00000
17	1521852	4.69283	70	0.00000	0.00000	1.00000	0.00000	0.00000	1.00000
17	1618627	5.04754	75	0.00000	0.00000	1.00000	0.00000	0.00000	1.00000
17	1799455	5.60332	80	0.00002	0.00000	0.99998	0.00002	0.00000	0.99997
17	1959667	6.07898	85	0.00016	0.00000	0.99984	0.00018	0.00001	0.99982
17	2158310	6.44966	90	0.00106	0.00002	0.99893	0.00119	0.00002	0.99879
17	2371491	6.53153	95	0.00180	0.00002	0.99818	0.00203	0.00002	0.99795
17	2551357	6.71361	100	0.01270	0.00003	0.98727	0.01432	0.00004	0.98564
17	2767174	7.11549	105	0.16158	0.00027	0.83815	0.18213	0.00031	0.81757
17	2943751	8.03251	110	0.81346	0.00003	0.18639	0.91752	0.00004	0.08248
17	3074506	8.60029	115	0.84658	0.00000	0.15342	0.95473	0.00000	0.04527
17	3188672	8.76782	120	0.84746	0.00000	0.15254	0.95586	0.00000	0.04414
17	3218424	8.78396	125	0.84746	0.00000	0.15254	0.95586	0.00000	0.04414
17	3292658	8.80926	130	0.84746	0.00000	0.15254	0.95586	0.00000	0.04414
17	3332416	8.82877	135	0.84746	0.00000	0.15254	0.95586	0.00000	0.04414
17	3398503	8.83604	140	0.84746	0.00000	0.15254	0.95586	0.00000	0.04414
17	3455772	8.87959	145	0.84734	0.00009	0.15254	0.95582	0.00000	0.04418
17	3526439	9.24232	150	0.83535	0.00913	0.15559	0.95503	0.00000	0.04497
17	3593004	9.38577	155	0.83265	0.01159	0.15572	0.95498	0.00000	0.04502
17	3714373	9.57705	160	0.82699	0.01768	0.15533	0.95503	0.00000	0.04497
17	3901417	10.33818	165	0.80225	0.07457	0.12326	0.95503	0.00000	0.04497
17	3943817	10.55510	170	0.80394	0.07606	0.11992	0.95498	0.00000	0.04502
17	4088269	10.64432	175	0.80517	0.07600	0.11879	0.95498	0.00000	0.04502
17	4242479	10.67001	180	0.80533	0.07593	0.11879	0.95498	0.00000	0.04502
17	4323500	10.67793	185	0.80533	0.07593	0.11879	0.95498	0.00000	0.04502
17	4436514	10.90982	190	0.82866	0.06507	0.10632	0.95341	0.00000	0.04659
17	4564949	11.70603	195	0.98712	0.00331	0.00958	0.88018	0.00001	0.11982
17	4685403	11.98132	200	0.99459	0.00098	0.00443	0.84997	0.00000	0.15003
17	4721671	12.02356	205	0.99468	0.00096	0.00437	0.84809	0.00000	0.15191
17	4812682	12.53376	210	0.99997	0.00000	0.00003	0.05052	0.00002	0.94948
17	4862470	12.61557	215	0.99999	0.00000	0.00001	0.04054	0.00002	0.95942
17	5065941	12.73507	220	1.00000	0.00000	0.00000	0.02463	0.00004	0.97532
17	5315278	12.88594	225	1.00000	0.00000	0.00000	0.00177	0.00032	0.99790
17	5384265	12.90304	230	1.00000	0.00000	0.00000	0.00158	0.00034	0.99808
17	5451890	12.93362	235	1.00000	0.00000	0.00000	0.00130	0.00035	0.99836
17	5544688	12.99167	240	1.00000	0.00000	0.00000	0.00090	0.00038	0.99872
17	5651417	13.06925	245	1.00000	0.00000	0.00000	0.00079	0.00039	0.99883
17	5784338	13.38433	250	1.00000	0.00000	0.00000	0.00032	0.00050	0.99918
17	5856670	13.89431	255	1.00000	0.00000	0.00000	0.00002	0.00071	0.99926
17	5966297	14.31841	260	1.00000	0.00000	0.00000	0.00000	0.00088	0.99912
17	6041278	14.52865	265	1.00000	0.00000	0.00000	0.00000	0.00092	0.99908
17	6119641	15.02683	270	1.00000	0.00000	0.00000	0.00000	0.00122	0.99878
17	6206200	15.26816	275	1.00000	0.00000	0.00000	0.00000	0.00130	0.99869
