chr	pos	cM
chr9	40910	0
chr9	46431	2.94E-02
chr9	46587	0.029974
chr9	47123	0.03193
chr9	48515	0.037016
chr9	50568	0.040813
chr9	57327	0.05119
chr9	58265	0.052632
chr9	78775	0.083842
chr9	120676	0.147601
chr9	150524	0.152914
chr9	158310	0.1543
chr9	158474	0.15433
chr9	172401	0.156813
chr9	186603	0.15937
chr9	190965	0.160203
chr9	192129	0.160426
chr9	193813	0.160774
chr9	200971	0.162254
chr9	201388	0.162424
chr9	203310	0.163596
chr9	203481	0.163721
chr9	203623	0.163832
chr9	204201	0.164289
chr9	204485	0.164517
chr9	204738	0.164813
chr9	204850	0.164945
chr9	205764	0.166038
chr9	205829	0.166109
chr9	205886	0.166167
chr9	205964	0.166239
chr9	206025	0.166289
chr9	206132	0.166375
chr9	206255	0.166471
chr9	206512	0.166673
chr9	206519	0.166679
chr9	206838	0.166952
chr9	207454	0.167438
chr9	207958	0.167827
chr9	208181	0.167997
chr9	208549	0.168274
chr9	208665	0.168402
chr9	209325	0.16943
chr9	209359	0.169474
chr9	209403	0.169521
chr9	212421	0.171968
chr9	212557	0.172187
chr9	212761	0.172515
chr9	212908	0.172725
chr9	213149	0.173077
chr9	213291	0.17329
chr9	214864	0.175717
chr9	215269	0.176342
chr9	215917	0.177341
chr9	216124	0.177646
chr9	217597	0.179654
chr9	217826	0.17995
chr9	218183	0.180369
chr9	219528	0.181775
chr9	221874	0.182794
chr9	223332	0.183426
chr9	223613	0.183553
chr9	223843	0.183674
chr9	223979	0.183763
chr9	224227	0.184053
chr9	224338	0.184204
chr9	224367	0.184247
chr9	224462	0.184395
chr9	224693	0.184771
chr9	224742	0.184859
chr9	224781	0.184943
chr9	224976	0.185362
chr9	225268	0.185865
chr9	225834	0.186822
chr9	225898	0.186917
chr9	226199	0.187338
chr9	227198	0.188381
chr9	227554	0.188751
chr9	227572	0.188769
chr9	227621	0.188812
chr9	227980	0.189118
chr9	228301	0.189381
chr9	228789	0.18977
chr9	228848	0.189814
chr9	229283	0.190113
chr9	229470	0.190239
chr9	229625	0.190334
chr9	229734	0.190391
chr9	229826	0.19043
chr9	236828	0.19267
chr9	237001	0.192726
chr9	237988	0.193144
chr9	238370	0.193449
chr9	238389	0.193465
chr9	239313	0.194334
chr9	239667	0.194509
chr9	239865	0.194606
chr9	240321	0.1952
chr9	240365	0.195237
chr9	240571	0.195417
chr9	240578	0.195423
chr9	242529	0.196366
chr9	242797	0.196496
chr9	243264	0.196722
chr9	243357	0.196768
chr9	244059	0.197108
chr9	244457	0.197301
chr9	244577	0.197359
chr9	244592	0.197367
chr9	244792	0.197464
chr9	245116	0.197621
chr9	245706	0.197908
chr9	245752	0.19793
chr9	245838	0.197972
chr9	246547	0.198316
chr9	247174	0.198621
chr9	247406	0.198737
chr9	247467	0.198769
chr9	248030	0.199075
chr9	248039	0.199084
chr9	248241	0.19932
chr9	248428	0.199511
chr9	248749	0.200454
chr9	248796	0.200537
chr9	249061	0.201006
chr9	249104	0.201029
chr9	249260	0.201081
chr9	249281	0.201086
chr9	249391	0.201101
chr9	249986	0.201155
chr9	249992	0.201155
chr9	250453	0.201198
chr9	250503	0.201203
chr9	250609	0.201212
chr9	250889	0.201238
chr9	250935	0.201243
chr9	251244	0.201272
chr9	251278	0.201276
chr9	251531	0.201314
chr9	251568	0.201319
chr9	251664	0.201337
chr9	251726	0.201354
chr9	253063	0.201881
chr9	253246	0.201956
chr9	253282	0.201969
chr9	253362	0.201992
chr9	253594	0.202062
chr9	253716	0.202101
chr9	254051	0.202222
chr9	254327	0.202351
chr9	255226	0.203416
chr9	256994	0.203586
chr9	256995	0.203586
chr9	257034	0.203589
chr9	257349	0.203616
chr9	257973	0.203714
chr9	257985	0.203715
chr9	258372	0.203733
chr9	258561	0.20374
chr9	259884	0.203787
chr9	259990	0.203815
chr9	261855	0.204994
chr9	262617	0.205786
chr9	263542	0.206048
chr9	264265	0.206252
chr9	264347	0.206276
chr9	264404	0.206293
chr9	264502	0.206325
chr9	264519	0.206332
chr9	264835	0.206467
chr9	265437	0.206837
chr9	265469	0.206862
chr9	266121	0.207541
chr9	266165	0.207608
chr9	266505	0.208281
chr9	266543	0.208324
chr9	266708	0.208509
chr9	266999	0.208764
chr9	267033	0.20879
chr9	267565	0.209148
chr9	268325	0.209657
chr9	268332	0.209661
chr9	268740	0.209935
chr9	269431	0.210401
chr9	269510	0.210465
chr9	269534	0.210493
chr9	270224	0.211509
chr9	270321	0.211583
chr9	270422	0.211634
chr9	270613	0.211711
chr9	271132	0.21192
chr9	271228	0.211989
chr9	271455	0.212151
chr9	271467	0.212173
chr9	271638	0.212582
chr9	272191	0.214273
chr9	272270	0.214895
chr9	272325	0.215347
chr9	272950	0.220495
chr9	272981	0.22075
chr9	273160	0.222223
chr9	273233	0.222817
chr9	273445	0.224518
chr9	274108	0.229836
chr9	274433	0.232434
chr9	274455	0.232609
chr9	274641	0.234089
chr9	274899	0.23781
chr9	275216	0.242354
chr9	275567	0.247308
chr9	276380	0.2523
chr9	277989	0.259051
chr9	278018	0.259166
chr9	278156	0.259683
chr9	279149	0.26339
chr9	279239	0.263764
chr9	279408	0.264476
chr9	279506	0.264863
chr9	279507	0.264867
chr9	279753	0.265785
chr9	279802	0.265917
chr9	281976	0.271634
chr9	282738	0.273547
chr9	283138	0.274394
chr9	284116	0.274794
chr9	284623	0.275001
chr9	285808	0.275483
chr9	286102	0.275602
chr9	286491	0.27576
chr9	286593	0.275802
chr9	286852	0.275907
chr9	287226	0.276059
chr9	288611	0.276622
chr9	289061	0.276882
chr9	289237	0.277117
chr9	289348	0.277711
chr9	290670	0.284804
chr9	290841	0.285269
chr9	290844	0.285274
chr9	292673	0.286835
chr9	292998	0.287102
chr9	293074	0.287164
chr9	293360	0.287341
chr9	294254	0.287848
chr9	295225	0.288365
chr9	295237	0.288371
chr9	295639	0.288575
chr9	296750	0.289133
chr9	297393	0.289455
chr9	297394	0.289456
chr9	298719	0.289948
chr9	299315	0.290163
chr9	300295	0.290513
chr9	302226	0.291198
chr9	302324	0.291234
chr9	303396	0.291638
chr9	303479	0.291699
chr9	303639	0.291909
chr9	303727	0.292025
chr9	303851	0.292148
chr9	304276	0.292566
chr9	304428	0.292721
chr9	304478	0.292774
chr9	304769	0.293095
chr9	304944	0.293299
chr9	304957	0.293344
chr9	305205	0.294219
chr9	305216	0.294259
chr9	305642	0.294904
chr9	305654	0.294919
chr9	305667	0.294934
chr9	306517	0.295773
chr9	306906	0.296153
chr9	307135	0.296377
chr9	307197	0.29644
chr9	307257	0.296502
chr9	307266	0.296511
chr9	307795	0.297095
chr9	308533	0.297903
chr9	310970	0.300586
chr9	311600	0.304551
chr9	311607	0.304595
chr9	312134	0.308045
chr9	312194	0.308433
chr9	312264	0.308876
chr9	313032	0.313647
chr9	313305	0.314959
chr9	313441	0.31547
chr9	313637	0.315973
chr9	313666	0.316046
chr9	314209	0.316772
chr9	314464	0.317114
chr9	314516	0.317177
chr9	314593	0.31727
chr9	314844	0.317612
chr9	315185	0.318121
chr9	315294	0.318272
chr9	315394	0.31841
chr9	315736	0.318811
chr9	316117	0.319283
chr9	316217	0.319403
chr9	316231	0.319419
chr9	316247	0.319437
chr9	316325	0.319518
chr9	316515	0.319716
chr9	316663	0.31987
chr9	316685	0.319894
chr9	316998	0.320227
chr9	317218	0.320428
chr9	317240	0.320448
chr9	317269	0.320471
chr9	317370	0.320534
chr9	318153	0.320939
chr9	318207	0.320965
chr9	319932	0.321483
chr9	322760	0.321823
chr9	324111	0.321999
chr9	324237	0.322016
chr9	324651	0.322089
chr9	325299	0.322417
chr9	325993	0.322768
chr9	326050	0.322797
chr9	326130	0.322838
chr9	326184	0.322866
chr9	326206	0.322878
chr9	326400	0.32298
chr9	326448	0.323006
chr9	326767	0.323188
chr9	326928	0.323365
chr9	327365	0.323877
chr9	327782	0.324368
chr9	327938	0.324553
chr9	327957	0.324583
chr9	328006	0.324686
chr9	328367	0.325585
chr9	328627	0.325832
chr9	328634	0.325839
chr9	328860	0.326014
chr9	329462	0.326377
chr9	329830	0.326527
chr9	330351	0.326733
chr9	330451	0.326789
chr9	331153	0.327178
chr9	331183	0.327198
chr9	331235	0.327239
chr9	331389	0.327375
chr9	331490	0.327467
chr9	332008	0.32794
chr9	332020	0.32797
chr9	332152	0.328507
chr9	332639	0.330675
chr9	333712	0.335647
chr9	333819	0.336148
chr9	334016	0.337073
chr9	334104	0.337488
chr9	334337	0.338587
chr9	334524	0.339469
chr9	334708	0.340333
chr9	335256	0.342558
chr9	335387	0.342953
chr9	335462	0.343136
chr9	335484	0.343184
chr9	335545	0.343291
chr9	336186	0.343896
chr9	337422	0.344903
chr9	337606	0.345044
chr9	341063	0.347609
chr9	342394	0.351094
chr9	343981	0.355349
chr9	344100	0.356983
chr9	344229	0.358825
chr9	344508	0.362777
chr9	345199	0.372588
chr9	345402	0.373106
chr9	345598	0.373592
chr9	345900	0.374337
chr9	346691	0.375353
chr9	346707	0.375381
chr9	346739	0.375448
chr9	346887	0.375806
chr9	346963	0.37594
chr9	347559	0.376556
chr9	347683	0.376686
chr9	347825	0.37684
chr9	347924	0.376959
chr9	348204	0.377321
chr9	348205	0.377323
chr9	348303	0.377478
chr9	348466	0.37777
chr9	348708	0.378312
chr9	348760	0.378417
chr9	348772	0.378442
chr9	348795	0.378491
chr9	349062	0.379059
chr9	349181	0.37918
chr9	349182	0.379181
chr9	349518	0.37947
chr9	349557	0.379502
chr9	349721	0.379627
chr9	349831	0.379705
chr9	349926	0.379772
chr9	350602	0.380209
chr9	350984	0.380538
chr9	351146	0.380725
chr9	351374	0.38092
chr9	351478	0.38101
chr9	351558	0.381067
chr9	351793	0.381238
chr9	351874	0.381286
chr9	352944	0.381805
chr9	353378	0.382412
chr9	353393	0.382433
chr9	353991	0.383289
chr9	354334	0.383817
chr9	354664	0.38433
chr9	354680	0.384354
chr9	354913	0.384707
chr9	355718	0.386093
chr9	355793	0.386222
chr9	356134	0.386792
chr9	356655	0.387284
chr9	357221	0.387974
chr9	357653	0.389057
chr9	357669	0.389102
chr9	357756	0.389346
chr9	358040	0.390142
chr9	358065	0.390215
chr9	358932	0.392803
chr9	358973	0.392902
chr9	359045	0.393028
chr9	359203	0.393185
chr9	359338	0.393265
chr9	359712	0.393388
chr9	359842	0.393428
chr9	360732	0.393704
chr9	362209	0.394284
chr9	362749	0.395834
chr9	362917	0.396354
