#reference_panel_population:	Africa	Europe	Middle_East
chromosome	physical_position	genetic_position	genetic_marker_index	Mozabite1:::hap1:::Africa	Mozabite1:::hap1:::Europe	Mozabite1:::hap1:::Middle_East	Mozabite1:::hap2:::Africa	Mozabite1:::hap2:::Europe	Mozabite1:::hap2:::Middle_East
7	41888	0.00330	0	0.04150	0.07921	0.87925	0.00267	0.95515	0.04217
7	111568	0.12876	5	0.02766	0.04672	0.92563	0.00030	0.97581	0.02387
7	177438	0.41024	10	0.01401	0.01455	0.97143	0.00037	0.99148	0.00815
7	262747	0.56215	15	0.00363	0.00589	0.99048	0.00034	0.99253	0.00713
7	318815	0.65188	20	0.00124	0.00394	0.99483	0.00053	0.99359	0.00588
7	444982	0.85377	25	0.00453	0.01080	0.98468	0.00033	0.99225	0.00742
7	578854	1.06799	30	0.00236	0.01925	0.97838	0.00018	0.99605	0.00376
7	645584	1.17478	35	0.00534	0.02712	0.96756	0.00022	0.99695	0.00282
7	849248	1.43054	40	0.04506	0.04456	0.91039	0.00003	0.99591	0.00405
7	913796	1.48941	45	0.04729	0.05465	0.89805	0.00004	0.99416	0.00580
7	1086257	1.82379	50	0.03632	0.07437	0.88934	0.00061	0.99191	0.00748
7	1271862	2.18058	55	0.02053	0.09326	0.88622	0.00075	0.99150	0.00775
7	1347259	2.54321	60	0.01020	0.06126	0.92854	0.00082	0.99431	0.00486
7	1494409	2.73941	65	0.00552	0.04941	0.94510	0.00073	0.99555	0.00372
7	1610875	3.00722	70	0.00199	0.04569	0.95231	0.00005	0.99605	0.00389
7	1739317	3.13489	75	0.00058	0.04096	0.95846	0.00090	0.99535	0.00376
7	1856030	3.40635	80	0.00020	0.01693	0.98287	0.00007	0.99712	0.00281
7	1970636	3.43624	85	0.00001	0.00861	0.99138	0.00001	0.99777	0.00222
7	2043526	3.44363	90	0.00003	0.00667	0.99330	0.00001	0.99508	0.00491
7	2113449	3.46839	95	0.00019	0.00910	0.99071	0.00010	0.97990	0.02000
7	2272872	3.53943	100	0.00029	0.00693	0.99278	0.00020	0.87191	0.12787
7	2499104	3.85059	105	0.00091	0.00637	0.99272	0.00154	0.23846	0.75994
7	2607373	4.16264	110	0.00092	0.00574	0.99335	0.00116	0.02525	0.97359
7	2704020	4.53244	115	0.00037	0.00356	0.99607	0.00009	0.00235	0.99756
7	2826895	4.60639	120	0.00061	0.00552	0.99388	0.00027	0.00474	0.99499
7	2924798	4.94262	125	0.00683	0.01218	0.98099	0.00278	0.01063	0.98658
7	3058977	5.57080	130	0.00474	0.01311	0.98215	0.00363	0.01486	0.98152
7	3144777	5.71595	135	0.00245	0.01072	0.98683	0.00554	0.00246	0.99200
7	3196264	5.82950	140	0.00063	0.01372	0.98565	0.00973	0.00648	0.98380
7	3289243	6.14999	145	0.00035	0.02965	0.96999	0.00407	0.00444	0.99149
7	3410120	6.17497	150	0.00013	0.03534	0.96452	0.00102	0.00442	0.99456
7	3521549	6.21554	155	0.00000	0.02912	0.97088	0.00020	0.00499	0.99481
7	3603432	6.23866	160	0.00001	0.02155	0.97845	0.00032	0.00716	0.99252
7	3714320	6.32122	165	0.00000	0.01889	0.98111	0.00038	0.00874	0.99087
7	3806070	6.35501	170	0.00001	0.02293	0.97704	0.00069	0.00965	0.98966
7	3930708	6.41245	175	0.00000	0.03551	0.96449	0.00047	0.01060	0.98893
7	4038989	6.50763	180	0.00000	0.05676	0.94324	0.00137	0.01041	0.98822
7	4120383	6.68910	185	0.00014	0.06609	0.93379	0.00238	0.01008	0.98754
7	4231141	6.85380	190	0.00009	0.06009	0.93980	0.00071	0.01431	0.98497
7	4273545	6.91537	195	0.00028	0.05749	0.94224	0.00134	0.01787	0.98080
7	4341374	7.24718	200	0.00014	0.06860	0.93128	0.00215	0.02626	0.97159
7	4468771	7.56666	205	0.00042	0.07689	0.92269	0.00441	0.03397	0.96161
7	4550838	7.87553	210	0.00133	0.05470	0.94397	0.00382	0.04024	0.95594
7	4647848	8.07471	215	0.00208	0.03771	0.96021	0.00265	0.04012	0.95724
7	4983129	8.97949	220	0.00250	0.01683	0.98067	0.00073	0.03916	0.96014
7	5100110	9.03226	225	0.00081	0.01120	0.98799	0.00102	0.03887	0.96014
7	5146266	9.18780	230	0.00328	0.01457	0.98213	0.00006	0.03591	0.96405
7	5202182	9.31070	235	0.00677	0.01764	0.97558	0.00007	0.03446	0.96548
7	5285193	9.58525	240	0.00369	0.03468	0.96161	0.00067	0.02100	0.97832
7	5336437	9.71159	245	0.00322	0.06020	0.93658	0.00670	0.01997	0.97334
7	5542272	10.31526	250	0.00449	0.07572	0.91979	0.00845	0.03036	0.96121
7	5783600	10.58848	255	0.00158	0.07900	0.91943	0.00756	0.04085	0.95164
7	5837148	10.65375	260	0.00121	0.05905	0.93975	0.00488	0.04968	0.94545
7	5910199	10.80984	265	0.00001	0.05888	0.94106	0.00281	0.06171	0.93546
7	6072080	11.22276	270	0.00202	0.04272	0.95524	0.00514	0.05829	0.93652
7	6340378	11.61711	275	0.00055	0.02326	0.97620	0.00320	0.03047	0.96632
7	6389826	11.64700	280	0.00012	0.01522	0.98466	0.00141	0.02951	0.96906
7	6524291	11.77162	285	0.00007	0.00716	0.99276	0.00156	0.02415	0.97429
7	6675496	11.90157	290	0.00013	0.00358	0.99630	0.00227	0.01776	0.97998
7	6827352	12.00917	295	0.00046	0.00184	0.99769	0.00350	0.01504	0.98145
7	6853097	12.06763	300	0.00124	0.00349	0.99528	0.00773	0.01055	0.98172
7	6910429	12.34587	305	0.00163	0.00356	0.99481	0.00871	0.01270	0.97859
7	6974103	12.55653	310	0.00038	0.00129	0.99833	0.00389	0.00495	0.99116
7	6988727	12.56786	315	0.00064	0.00130	0.99806	0.00322	0.00382	0.99295
7	7067704	12.71801	320	0.00567	0.00456	0.98977	0.01270	0.00342	0.98388
7	7137182	12.95436	325	0.00820	0.00732	0.98449	0.03426	0.00422	0.96153
7	7315878	13.25949	330	0.01283	0.00695	0.98022	0.07050	0.00312	0.92637
7	7452277	13.52105	335	0.00903	0.00434	0.98662	0.07606	0.00638	0.91752
7	7626241	13.62045	340	0.00057	0.00695	0.99248	0.05541	0.00327	0.94128
7	7669948	13.71630	345	0.00031	0.01198	0.98770	0.04209	0.00511	0.95279
7	7794180	14.13954	350	0.00094	0.01127	0.98778	0.00875	0.02033	0.97094
7	7853075	14.38674	355	0.00131	0.00581	0.99288	0.01329	0.01165	0.97506
7	7901713	14.64697	360	0.00150	0.00688	0.99162	0.02857	0.01398	0.95744
7	8111053	14.99491	365	0.00042	0.02296	0.97662	0.01397	0.09154	0.89451
7	8161260	15.25032	370	0.00001	0.01795	0.98205	0.00558	0.08123	0.91321
