#chm	pos	gpos	snp idx	Mozabite1.0	Mozabite1.1	Yoruba1.0	Yoruba1.1	Yoruba2.0	Yoruba2.1	Yoruba3.0	Yoruba3.1	Yoruba4.0	Yoruba4.1	Yoruba5.0	Yoruba5.1	Yoruba6.0	Yoruba6.1	Yoruba7.0	Yoruba7.1	Yoruba8.0	Yoruba8.1	Yoruba9.0	Yoruba9.1	Yoruba10.0	Yoruba10.1	Yoruba11.0	Yoruba11.1	Yoruba12.0	Yoruba12.1	Yoruba13.0	Yoruba13.1	Yoruba14.0	Yoruba14.1	Yoruba15.0	Yoruba15.1	Yoruba16.0	Yoruba16.1	Yoruba17.0	Yoruba17.1	Yoruba18.0	Yoruba18.1	Yoruba19.0	Yoruba19.1	Yoruba20.0	Yoruba20.1	Yoruba21.0	Yoruba21.1	Yoruba22.0	Yoruba22.1	Palestinian1.0	Palestinian1.1	Palestinian2.0	Palestinian2.1	Palestinian3.0	Palestinian3.1	Palestinian4.0	Palestinian4.1	Palestinian5.0	Palestinian5.1	Palestinian6.0	Palestinian6.1	Palestinian7.0	Palestinian7.1	Palestinian8.0	Palestinian8.1	Palestinian9.0	Palestinian9.1	Palestinian10.0	Palestinian10.1	Palestinian11.0	Palestinian11.1	Palestinian12.0	Palestinian12.1	Palestinian13.0	Palestinian13.1	Palestinian14.0	Palestinian14.1	Palestinian15.0	Palestinian15.1	Palestinian16.0	Palestinian16.1	Palestinian17.0	Palestinian17.1	Palestinian18.0	Palestinian18.1	Palestinian19.0	Palestinian19.1	Palestinian20.0	Palestinian20.1	Palestinian21.0	Palestinian21.1	Palestinian22.0	Palestinian22.1	Palestinian23.0	Palestinian23.1	Palestinian24.0	Palestinian24.1	Palestinian25.0	Palestinian25.1	Palestinian26.0	Palestinian26.1	Palestinian27.0	Palestinian27.1	Palestinian28.0	Palestinian28.1	Palestinian29.0	Palestinian29.1	Palestinian30.0	Palestinian30.1	Palestinian31.0	Palestinian31.1	Palestinian32.0	Palestinian32.1	Palestinian33.0	Palestinian33.1	Palestinian34.0	Palestinian34.1	Palestinian35.0	Palestinian35.1	Palestinian36.0	Palestinian36.1	Palestinian37.0	Palestinian37.1	Palestinian38.0	Palestinian38.1	Palestinian39.0	Palestinian39.1	Palestinian40.0	Palestinian40.1	Palestinian41.0	Palestinian41.1	Palestinian42.0	Palestinian42.1	Palestinian43.0	Palestinian43.1	Palestinian44.0	Palestinian44.1	Palestinian45.0	Palestinian45.1	Palestinian46.0	Palestinian46.1	French1.0	French1.1	French2.0	French2.1	French3.0	French3.1	French4.0	French4.1	French5.0	French5.1	French6.0	French6.1	French7.0	French7.1	French8.0	French8.1	French9.0	French9.1	French10.0	French10.1	French11.0	French11.1	French12.0	French12.1	French13.0	French13.1	French14.0	French14.1	French15.0	French15.1	French16.0	French16.1	French17.0	French17.1	French18.0	French18.1	French19.0	French19.1	French20.0	French20.1	French21.0	French21.1	French22.0	French22.1	French23.0	French23.1	French24.0	French24.1	French25.0	French25.1	French26.0	French26.1	French27.0	French27.1	French28.0	French28.1	Druze1.0	Druze1.1	Druze2.0	Druze2.1	Druze3.0	Druze3.1	Druze4.0	Druze4.1	Druze5.0	Druze5.1	Druze6.0	Druze6.1	Druze7.0	Druze7.1	Druze8.0	Druze8.1	Druze9.0	Druze9.1	Druze10.0	Druze10.1	Druze11.0	Druze11.1	Druze12.0	Druze12.1	Druze13.0	Druze13.1	Druze14.0	Druze14.1	Druze15.0	Druze15.1	Druze16.0	Druze16.1	Druze17.0	Druze17.1	Druze18.0	Druze18.1	Druze19.0	Druze19.1	Druze20.0	Druze20.1	Druze21.0	Druze21.1	Druze22.0	Druze22.1	Druze23.0	Druze23.1	Druze24.0	Druze24.1	Druze25.0	Druze25.1	Druze26.0	Druze26.1	Druze27.0	Druze27.1	Druze28.0	Druze28.1	Druze29.0	Druze29.1	Druze30.0	Druze30.1	Druze31.0	Druze31.1	Druze32.0	Druze32.1	Druze33.0	Druze33.1	Druze34.0	Druze34.1	Druze35.0	Druze35.1	Druze36.0	Druze36.1	Druze37.0	Druze37.1	Druze38.0	Druze38.1	Druze39.0	Druze39.1	Druze40.0	Druze40.1	Druze41.0	Druze41.1	Druze42.0	Druze42.1	BergamoItalian1.0	BergamoItalian1.1	BergamoItalian2.0	BergamoItalian2.1	BergamoItalian3.0	BergamoItalian3.1	BergamoItalian4.0	BergamoItalian4.1	BergamoItalian5.0	BergamoItalian5.1	BergamoItalian6.0	BergamoItalian6.1	BergamoItalian7.0	BergamoItalian7.1	BergamoItalian8.0	BergamoItalian8.1	BergamoItalian9.0	BergamoItalian9.1	BergamoItalian10.0	BergamoItalian10.1	BergamoItalian11.0	BergamoItalian11.1	BergamoItalian12.0	BergamoItalian12.1	Biaka1.0	Biaka1.1	Biaka2.0	Biaka2.1	Biaka3.0	Biaka3.1	Biaka4.0	Biaka4.1	Biaka5.0	Biaka5.1	Biaka6.0	Biaka6.1	Biaka7.0	Biaka7.1	Biaka8.0	Biaka8.1	Biaka9.0	Biaka9.1	Biaka10.0	Biaka10.1	Biaka11.0	Biaka11.1	Biaka12.0	Biaka12.1	Biaka13.0	Biaka13.1	Biaka14.0	Biaka14.1	Biaka15.0	Biaka15.1	Biaka16.0	Biaka16.1	Biaka17.0	Biaka17.1	Biaka18.0	Biaka18.1	Biaka19.0	Biaka19.1	Biaka20.0	Biaka20.1	Biaka21.0	Biaka21.1	Biaka22.0	Biaka22.1	Bedouin1.0	Bedouin1.1	Bedouin2.0	Bedouin2.1	Bedouin3.0	Bedouin3.1	Bedouin4.0	Bedouin4.1	Bedouin5.0	Bedouin5.1	Bedouin6.0	Bedouin6.1	Bedouin7.0	Bedouin7.1	Bedouin8.0	Bedouin8.1	Bedouin9.0	Bedouin9.1	Bedouin10.0	Bedouin10.1	Bedouin11.0	Bedouin11.1	Bedouin12.0	Bedouin12.1	Bedouin13.0	Bedouin13.1	Bedouin14.0	Bedouin14.1	Bedouin15.0	Bedouin15.1	Bedouin16.0	Bedouin16.1	Bedouin17.0	Bedouin17.1	Bedouin18.0	Bedouin18.1	Bedouin19.0	Bedouin19.1	Bedouin20.0	Bedouin20.1	Bedouin21.0	Bedouin21.1	Bedouin22.0	Bedouin22.1	Bedouin23.0	Bedouin23.1	Bedouin24.0	Bedouin24.1	Bedouin25.0	Bedouin25.1	Bedouin26.0	Bedouin26.1	Bedouin27.0	Bedouin27.1	Bedouin28.0	Bedouin28.1	Bedouin29.0	Bedouin29.1	Bedouin30.0	Bedouin30.1	Bedouin31.0	Bedouin31.1	Bedouin32.0	Bedouin32.1	Bedouin33.0	Bedouin33.1	Bedouin34.0	Bedouin34.1	Bedouin35.0	Bedouin35.1	Bedouin36.0	Bedouin36.1	Bedouin37.0	Bedouin37.1	Bedouin38.0	Bedouin38.1	Bedouin39.0	Bedouin39.1	Bedouin40.0	Bedouin40.1	Bedouin41.0	Bedouin41.1	Bedouin42.0	Bedouin42.1	Bedouin43.0	Bedouin43.1	Bedouin44.0	Bedouin44.1	Bedouin45.0	Bedouin45.1	Bedouin46.0	Bedouin46.1	BantuKenya1.0	BantuKenya1.1	BantuKenya2.0	BantuKenya2.1	BantuKenya3.0	BantuKenya3.1	BantuKenya4.0	BantuKenya4.1	BantuKenya5.0	BantuKenya5.1	BantuKenya6.0	BantuKenya6.1	BantuKenya7.0	BantuKenya7.1	BantuKenya8.0	BantuKenya8.1	BantuKenya9.0	BantuKenya9.1	BantuKenya10.0	BantuKenya10.1	BantuKenya11.0	BantuKenya11.1	BantuSouthAfrica1.0	BantuSouthAfrica1.1	BantuSouthAfrica2.0	BantuSouthAfrica2.1	BantuSouthAfrica3.0	BantuSouthAfrica3.1	BantuSouthAfrica4.0	BantuSouthAfrica4.1	BantuSouthAfrica5.0	BantuSouthAfrica5.1	BantuSouthAfrica6.0	BantuSouthAfrica6.1	BantuSouthAfrica7.0	BantuSouthAfrica7.1	BantuSouthAfrica8.0	BantuSouthAfrica8.1
16	30204	0.00000	0	0.55653	0.42576
16	312459	0.33482	5	0.75464	0.44331
16	364930	0.36179	10	0.68011	0.34837
16	566701	0.73114	15	0.73890	0.47246
16	627854	0.74593	20	0.39851	0.54261
16	770328	1.16344	25	0.18737	0.59192
16	912946	1.76444	30	0.41385	0.73749
16	977099	1.78146	35	0.62250	0.59086
16	1085582	2.41523	40	0.65494	0.57706
16	1213196	3.06372	45	0.80910	0.65703
16	1260572	3.14607	50	0.70900	0.62650
16	1487413	3.57327	55	0.76994	0.69083
16	1536716	3.77039	60	0.86269	0.80251
16	1711318	3.80578	65	0.81739	0.84140
16	1799887	3.84734	70	0.71604	0.85435
16	1826215	3.86547	75	0.45093	0.83152
16	1873999	3.87427	80	0.17549	0.68595
16	1989328	4.11701	85	0.34374	0.61135
16	2094175	4.43993	90	0.45372	0.57225
16	2305329	4.69656	95	0.47251	0.51032
16	2692732	5.57123	100	0.56029	0.53047
16	2845348	6.07183	105	0.64577	0.62960
16	2942075	6.22267	110	0.69557	0.67286
16	3046862	6.34487	115	0.69092	0.61375
16	3143460	6.55475	120	0.59090	0.55652
16	3419223	7.08781	125	0.58595	0.60226
16	3543560	7.17424	130	0.58634	0.58327
16	3748793	7.35721	135	0.59057	0.61984
16	3943674	7.54018	140	0.55221	0.61911
16	4076642	8.08894	145	0.59143	0.70833
16	4184916	8.25911	150	0.64806	0.74648
16	4203755	8.32854	155	0.61372	0.67799
16	4312172	8.63143	160	0.61929	0.64581
16	4588651	8.87680	165	0.62368	0.57601
16	4803091	9.13694	170	0.71046	0.50819
16	4869252	9.15547	175	0.71285	0.35029
16	4926752	9.26183	180	0.68053	0.27260
16	4999073	9.51680	185	0.61492	0.27385
16	5153660	10.06388	190	0.53208	0.48915
16	5253460	10.29503	195	0.24465	0.71089
16	5311833	10.45287	200	0.18723	0.79072
16	5382428	10.60971	205	0.38104	0.72138
16	5483449	10.99515	210	0.61822	0.73880
16	5545077	11.28562	215	0.75540	0.79759
16	5604392	11.42897	220	0.81897	0.81593
16	5678131	11.55250	225	0.89109	0.84270
16	5726654	11.59360	230	0.80726	0.74482
16	5782893	11.76054	235	0.77038	0.66099
16	5848968	12.02480	240	0.80605	0.51099
16	5915787	12.14762	245	0.63271	0.24441
16	6043067	13.06280	250	0.71583	0.39246
16	6103850	13.39643	255	0.68548	0.45135
16	6207679	13.78610	260	0.53798	0.53681
16	6315408	14.09731	265	0.29354	0.58001
16	6414893	14.43345	270	0.23285	0.60163
16	6583079	14.91860	275	0.42192	0.69546
16	6620047	15.13409	280	0.70209	0.77327
16	6701519	15.23900	285	0.74835	0.81724
16	6729985	15.31794	290	0.65510	0.76919
16	6789120	15.54439	295	0.60707	0.71745
16	6855660	15.90016	300	0.65451	0.77484
16	6902237	15.93643	305	0.60414	0.64105
16	7005581	16.28581	310	0.69040	0.42613
16	7040842	16.30740	315	0.68782	0.08852
16	7091249	16.37461	320	0.66821	0.26513
16	7192406	16.58565	325	0.79779	0.64091
16	7208330	16.60241	330	0.69818	0.75749
16	7258993	16.71285	335	0.60399	0.72998
16	7405677	16.91150	340	0.50330	0.68016
16	7493266	17.31086	345	0.44599	0.73698
16	7540615	17.41039	350	0.36296	0.69700
16	7559538	17.53491	355	0.23665	0.55482
16	7584640	17.62287	360	0.19750	0.26821
16	7637730	17.88998	365	0.40657	0.16935
16	7689508	18.18781	370	0.65377	0.63759
16	7798338	18.57088	375	0.84304	0.79233
16	7827762	18.62518	380	0.53352	0.68772
16	7958957	18.83795	385	0.14968	0.58851
16	8002980	19.09486	390	0.26120	0.59027
16	8075865	19.25580	395	0.53008	0.62862
16	8159238	19.31787	400	0.60108	0.62501
16	8229135	19.62138	405	0.61436	0.61016
16	8320623	20.10151	410	0.69071	0.66577
16	8378700	20.29903	415	0.71185	0.70173
16	8422326	20.50422	420	0.77324	0.77463
16	8481377	20.56138	425	0.78435	0.81097
16	8515104	20.58746	430	0.69782	0.75454
16	8554479	20.76248	435	0.63798	0.74632
16	8615411	20.91035	440	0.62751	0.66552
16	8716966	21.12650	445	0.58331	0.46703
16	8829137	21.55243	450	0.58273	0.27819
16	8991081	21.85910	455	0.59241	0.19943
16	9044199	22.10613	460	0.59730	0.45999
16	9165833	22.38423	465	0.62475	0.63762
16	9257188	22.49684	470	0.68961	0.27428
16	9372933	22.62023	475	0.73848	0.09697
16	9437639	22.73930	480	0.81851	0.44816
16	9457267	22.74640	485	0.75049	0.80419
16	9520346	22.78831	490	0.65779	0.73059
16	9674866	23.19960	495	0.69208	0.77676
16	9788446	23.44689	500	0.81697	0.89645
16	9898592	23.48311	505	0.79079	0.83805
16	10055371	23.60396	510	0.79285	0.86391
16	10123670	23.66839	515	0.72966	0.77396
16	10244438	23.91722	520	0.70446	0.73813
16	10329206	24.28067	525	0.68955	0.72306
16	10380757	24.73752	530	0.82989	0.94987
16	10424157	24.74256	535	0.77415	0.85587
16	10529038	24.82246	540	0.65661	0.70681
16	10612459	25.33275	545	0.68958	0.75827
16	10674337	25.56422	550	0.63226	0.68134
16	10883987	26.18794	555	0.67453	0.74655
16	11011577	26.51345	560	0.73657	0.81403
16	11229777	26.63648	565	0.77379	0.83489
16	11302983	26.71508	570	0.68350	0.71758
16	11421194	26.99988	575	0.65889	0.58015
16	11539258	27.39967	580	0.69968	0.40095
16	11594696	27.66176	585	0.70428	0.18310
16	11706912	27.96486	590	0.74869	0.26904
16	11855038	28.17541	595	0.88707	0.48954
16	11923967	28.18187	600	0.81621	0.62694
16	12046860	28.26741	605	0.76708	0.67453
16	12140916	28.44429	610	0.77815	0.73404
16	12329700	28.54733	615	0.72598	0.77894
16	12407531	28.65244	620	0.72501	0.79587
16	12447682	28.68666	625	0.66932	0.72753
16	12540256	28.93395	630	0.70127	0.77508
16	12572604	29.02015	635	0.71613	0.81436
16	12607089	29.05793	640	0.66543	0.77291
16	12628014	29.18659	645	0.57900	0.69877
16	12699399	29.58067	650	0.49845	0.73442
16	12837013	29.79194	655	0.44612	0.76974
16	12914950	29.87450	660	0.30381	0.73426
16	12980352	30.04199	665	0.20572	0.65581
16	13080745	30.40435	670	0.43052	0.61884
16	13217094	30.65318	675	0.73788	0.62429
16	13333164	30.84299	680	0.81451	0.70243
16	13460039	30.94557	685	0.80034	0.73650
16	13563762	31.11111	690	0.88522	0.83722
16	13604970	31.13746	695	0.87532	0.82344
16	13662574	31.16817	700	0.76035	0.71738
16	13767482	31.43238	705	0.75032	0.74106
16	13803023	31.52291	710	0.62423	0.60521
16	14004283	32.04372	715	0.67402	0.64232
16	14242341	32.15762	720	0.62728	0.59612
16	14644111	32.69688	725	0.71456	0.70259
16	15047188	32.92265	730	0.78213	0.79730
16	15376072	33.02319	735	0.78618	0.80488
16	15705772	33.15619	740	0.78363	0.79637
16	15810369	33.29951	745	0.75211	0.76571
16	15834167	33.50365	750	0.76825	0.81794
16	15882931	33.53165	755	0.60237	0.60301
16	16079940	34.30057	760	0.61505	0.58583
16	16473230	34.93730	765	0.63866	0.57344
16	16816964	35.75049	770	0.85961	0.70337
16	16853185	35.78014	775	0.79559	0.67822
16	16891777	35.95223	780	0.79997	0.69310
16	17076492	36.06003	785	0.71707	0.64686
16	17174615	36.31770	790	0.69308	0.62685
16	17295342	36.60583	795	0.67540	0.61825
16	17476363	37.01823	800	0.73279	0.68631
16	17541862	37.19556	805	0.72087	0.66162
16	17612220	37.48520	810	0.70383	0.62631
16	17836675	37.89691	815	0.84518	0.70417
16	17888632	37.90220	820	0.65983	0.64748
16	18013582	38.16826	825	0.48859	0.70695
16	18149529	38.31399	830	0.30789	0.79004
16	18199425	38.32280	835	0.19704	0.66272
16	18860562	38.83907	840	0.37679	0.71067
16	19036571	39.02073	845	0.51179	0.63044
16	19175869	39.59902	850	0.57726	0.61144
16	19354161	40.38152	855	0.69942	0.73185
16	19464966	40.54389	860	0.76678	0.81393
16	19594849	40.57290	865	0.73435	0.76262
