#reference_panel_population:	Africa	Europe	Middle_East
chromosome	physical_position	genetic_position	genetic_marker_index	Mozabite1:::hap1:::Africa	Mozabite1:::hap1:::Europe	Mozabite1:::hap1:::Middle_East	Mozabite1:::hap2:::Africa	Mozabite1:::hap2:::Europe	Mozabite1:::hap2:::Middle_East
15	19787964	0.00000	0	0.00001	0.08115	0.91885	0.00001	0.03684	0.96316
15	19861035	0.00433	5	0.00016	0.08632	0.91352	0.00029	0.04229	0.95744
15	22761698	16.61929	10	0.00341	0.15028	0.84632	0.00221	0.10669	0.89105
15	22854800	17.02281	15	0.00120	0.08671	0.91212	0.00412	0.03747	0.95842
15	22949154	17.43175	20	0.00028	0.06176	0.93801	0.00064	0.01653	0.98284
15	22964676	17.49903	25	0.00017	0.07310	0.92677	0.00147	0.01372	0.98483
15	23086088	18.02524	30	0.00014	0.12984	0.86994	0.01500	0.03001	0.95498
15	23504809	19.55059	35	0.00292	0.66039	0.33677	0.32488	0.03244	0.64266
15	23676713	20.12299	40	0.00043	0.88730	0.11221	0.77696	0.01236	0.21077
15	23783598	20.86988	45	0.00004	0.98177	0.01819	0.95473	0.00274	0.04252
15	23880629	21.37444	50	0.00006	0.99242	0.00751	0.97283	0.00217	0.02499
15	23930937	21.49282	55	0.00000	0.99562	0.00438	0.95358	0.00559	0.04081
15	23961099	21.67395	60	0.00001	0.99865	0.00134	0.84922	0.06199	0.08882
15	23987353	21.68356	65	0.00000	0.99886	0.00114	0.73735	0.16708	0.09543
15	24029245	21.71955	70	0.00000	0.99918	0.00082	0.23935	0.68194	0.07857
15	24088943	21.76039	75	0.00003	0.99950	0.00048	0.00346	0.96710	0.02942
15	24148823	21.77081	80	0.00001	0.99931	0.00067	0.00003	0.98723	0.01275
15	24170776	21.77998	85	0.00005	0.99888	0.00107	0.00004	0.99303	0.00693
15	24199793	21.79755	90	0.00005	0.99839	0.00156	0.00004	0.99644	0.00352
15	24231216	21.81637	95	0.00001	0.99853	0.00145	0.00006	0.99892	0.00103
15	24243976	21.81640	100	0.00000	0.99839	0.00161	0.00003	0.99926	0.00070
15	24252928	21.81643	105	0.00000	0.99793	0.00207	0.00007	0.99923	0.00070
15	24284788	21.82713	110	0.00001	0.99639	0.00360	0.00024	0.99867	0.00109
15	24336947	21.83450	115	0.00002	0.99506	0.00492	0.00041	0.99854	0.00106
15	24403490	21.85541	120	0.00025	0.99327	0.00648	0.00000	0.99965	0.00034
15	24539732	21.86535	125	0.00968	0.98514	0.00517	0.00001	0.99965	0.00034
15	24553608	21.86653	130	0.05066	0.94345	0.00588	0.00002	0.99944	0.00054
15	24610814	21.89583	135	0.79085	0.18967	0.01938	0.00017	0.99766	0.00217
15	24728152	21.93356	140	0.88759	0.09351	0.01883	0.00000	0.99208	0.00792
15	24799370	22.15390	145	0.95969	0.02191	0.01840	0.00042	0.94413	0.05546
15	24894451	22.47746	150	0.97822	0.00953	0.01225	0.00203	0.71043	0.28757
15	24948364	22.86920	155	0.99326	0.00144	0.00530	0.00208	0.09696	0.90097
15	25105327	22.89742	160	0.99361	0.00103	0.00536	0.00077	0.04927	0.94995
15	25255936	23.08387	165	0.96769	0.00322	0.02909	0.00053	0.01534	0.98414
15	25434520	23.12223	170	0.91782	0.00907	0.07310	0.00062	0.01321	0.98616
15	25533492	23.36413	175	0.36478	0.04634	0.58889	0.00144	0.01416	0.98441
15	25619039	23.71418	180	0.10932	0.04642	0.84428	0.00082	0.01172	0.98746
15	25667907	23.91849	185	0.02248	0.03256	0.94499	0.00008	0.01748	0.98246
15	25711212	24.13861	190	0.03459	0.01572	0.94967	0.00035	0.01574	0.98391
15	25786424	24.54221	195	0.03861	0.01173	0.94967	0.00047	0.01330	0.98623
15	25825069	24.71095	200	0.02745	0.01276	0.95976	0.00068	0.00794	0.99138
15	25861086	24.77345	205	0.02445	0.01887	0.95667	0.00051	0.00996	0.98953
15	25944519	25.16842	210	0.01057	0.04205	0.94738	0.00031	0.04150	0.95819
15	25981977	25.32595	215	0.01920	0.06639	0.91444	0.00136	0.08000	0.91870
15	26146287	25.92564	220	0.02329	0.06442	0.91228	0.00308	0.13707	0.85978
15	26242318	26.30472	225	0.01190	0.04707	0.94101	0.00239	0.13251	0.86511
15	26362495	26.56260	230	0.00791	0.04523	0.94689	0.01250	0.12085	0.86658
15	26542343	27.10831	235	0.00026	0.02982	0.96993	0.00635	0.11211	0.88151
