#reference_panel_population:	Africa	Europe	Middle_East
chromosome	physical_position	genetic_position	genetic_marker_index	Mozabite1:::hap1:::Africa	Mozabite1:::hap1:::Europe	Mozabite1:::hap1:::Middle_East	Mozabite1:::hap2:::Africa	Mozabite1:::hap2:::Europe	Mozabite1:::hap2:::Middle_East
10	48932	0.00278	0	0.00001	0.94878	0.05122	0.00039	0.00318	0.99643
10	73872	0.00681	5	0.00001	0.96452	0.03544	0.00026	0.00156	0.99818
10	264055	0.06055	10	0.00004	0.98678	0.01317	0.00034	0.00096	0.99870
10	444039	0.11123	15	0.00000	0.99656	0.00344	0.00019	0.00114	0.99868
10	579416	0.17037	20	0.00004	0.99569	0.00428	0.00024	0.00410	0.99566
10	787815	0.55901	25	0.00025	0.99227	0.00748	0.00048	0.03397	0.96554
10	1004814	0.63399	30	0.00000	0.99082	0.00918	0.00014	0.07668	0.92318
10	1160162	0.75430	35	0.00002	0.96772	0.03225	0.00338	0.17610	0.82047
10	1191347	0.77395	40	0.00010	0.93385	0.06603	0.00810	0.22764	0.76436
10	1290293	0.90751	45	0.00265	0.65291	0.34444	0.01509	0.43015	0.55471
10	1370105	1.28135	50	0.00518	0.17810	0.81685	0.00233	0.88293	0.11467
10	1493510	1.67094	55	0.00297	0.06483	0.93221	0.00098	0.98011	0.01891
10	1623271	1.92783	60	0.00331	0.02976	0.96695	0.00132	0.98897	0.00971
10	1714448	2.27568	65	0.00338	0.01207	0.98455	0.00085	0.99343	0.00572
10	1845564	2.57744	70	0.00333	0.00909	0.98758	0.00021	0.99704	0.00275
10	1893801	2.63262	75	0.00268	0.00978	0.98753	0.00038	0.99652	0.00309
10	1950452	2.73534	80	0.00432	0.01012	0.98555	0.00064	0.99711	0.00225
10	2043684	2.84152	85	0.00619	0.00603	0.98778	0.00053	0.99612	0.00334
10	2063387	2.97388	90	0.01381	0.01247	0.97372	0.00227	0.99032	0.00740
10	2177736	3.35817	95	0.02785	0.00732	0.96482	0.00714	0.98259	0.01026
10	2367595	3.56978	100	0.02401	0.00831	0.96769	0.00678	0.98653	0.00668
10	2545423	3.76075	105	0.02106	0.00518	0.97374	0.00561	0.98647	0.00791
10	2676780	3.99948	110	0.02069	0.00356	0.97576	0.00791	0.98242	0.00967
10	2738835	4.38657	115	0.02119	0.00426	0.97456	0.00790	0.98313	0.00897
10	2872294	4.70215	120	0.01865	0.00114	0.98021	0.00203	0.99467	0.00330
10	2950990	4.82301	125	0.01661	0.00085	0.98254	0.00058	0.99790	0.00152
10	3011143	4.95142	130	0.01052	0.00036	0.98913	0.00040	0.99824	0.00136
10	3031769	5.08488	135	0.00437	0.00394	0.99169	0.00139	0.99656	0.00205
10	3116541	5.64555	140	0.00425	0.00437	0.99138	0.00044	0.99597	0.00359
10	3163426	5.74702	145	0.01212	0.00576	0.98212	0.00119	0.99149	0.00732
10	3274206	6.43804	150	0.03324	0.01853	0.94820	0.00052	0.98921	0.01027
10	3340525	6.79783	155	0.00976	0.01729	0.97296	0.00013	0.99727	0.00260
10	3425863	6.88899	160	0.00515	0.01938	0.97546	0.00021	0.99843	0.00136
10	3599290	7.04033	165	0.00663	0.02501	0.96838	0.00040	0.99682	0.00278
10	3747556	7.36789	170	0.04402	0.01036	0.94565	0.00059	0.99504	0.00437
10	3825890	7.72419	175	0.11066	0.02235	0.86692	0.00162	0.98800	0.01038
10	3938592	8.24199	180	0.39887	0.03736	0.56362	0.00303	0.98490	0.01208
10	4099803	8.63603	185	0.83265	0.01014	0.15727	0.00328	0.98702	0.00969
10	4272958	9.04182	190	0.98207	0.00209	0.01585	0.00088	0.99357	0.00555
10	4484626	9.51211	195	0.99789	0.00042	0.00169	0.00106	0.99344	0.00551
10	4560456	9.76895	200	0.99904	0.00006	0.00090	0.00027	0.99381	0.00591
10	4658262	10.03936	205	0.99578	0.00058	0.00364	0.00061	0.99530	0.00409
10	4800523	10.37977	210	0.99771	0.00041	0.00187	0.00006	0.99851	0.00143
10	4864197	10.43886	215	0.99890	0.00025	0.00084	0.00004	0.99932	0.00064
10	4913825	10.50990	220	0.99927	0.00023	0.00050	0.00021	0.99841	0.00138
10	4981792	10.56711	225	0.99791	0.00066	0.00143	0.00013	0.99851	0.00135
10	5035349	10.67387	230	0.99547	0.00150	0.00303	0.00000	0.99779	0.00221
10	5102777	10.87263	235	0.98647	0.00108	0.01244	0.00006	0.99696	0.00298
10	5181094	10.88800	240	0.97173	0.00293	0.02535	0.00006	0.99467	0.00527
10	5297111	10.96018	245	0.82713	0.04154	0.13140	0.00195	0.97352	0.02454
10	5403995	11.37675	250	0.08938	0.05380	0.85681	0.00377	0.82262	0.17357
10	5558074	11.66889	255	0.01551	0.03426	0.95023	0.00274	0.38815	0.60906
10	5621225	11.95136	260	0.00641	0.00886	0.98472	0.06639	0.12284	0.81078
10	5804010	12.15909	265	0.00485	0.00543	0.98972	0.06891	0.03591	0.89516
10	6008329	12.81567	270	0.00336	0.00390	0.99273	0.04502	0.00181	0.95314
10	6136651	12.99067	275	0.00230	0.00468	0.99302	0.06436	0.00196	0.93367
10	6262115	14.07768	280	0.00594	0.01721	0.97687	0.07383	0.00602	0.92015
10	6306775	14.26662	285	0.00378	0.01393	0.98229	0.08108	0.00104	0.91789
10	6406938	14.60810	290	0.00400	0.02039	0.97562	0.08811	0.00201	0.90991
10	6499961	14.70504	295	0.00293	0.02466	0.97241	0.08196	0.00230	0.91573
10	6630710	15.17652	300	0.00107	0.02940	0.96953	0.01631	0.00091	0.98277
10	6696968	15.28287	305	0.00166	0.04264	0.95569	0.00582	0.00061	0.99357
10	6736584	15.36558	310	0.00100	0.12358	0.87547	0.00363	0.00141	0.99496
10	6808906	15.48364	315	0.00537	0.25777	0.73678	0.01030	0.00215	0.98754
10	6946021	15.96018	320	0.00273	0.82460	0.17273	0.00899	0.01885	0.97215
10	7066324	16.27414	325	0.00063	0.97728	0.02210	0.00243	0.05127	0.94630
10	7197424	16.69754	330	0.00025	0.99674	0.00301	0.00104	0.05501	0.94392
10	7229737	16.76131	335	0.00026	0.99736	0.00237	0.00098	0.04418	0.95486
10	7485532	17.17358	340	0.00016	0.99688	0.00296	0.00143	0.02785	0.97072
10	7559346	17.49742	345	0.00066	0.99590	0.00345	0.00073	0.02302	0.97624
10	7620489	18.05938	350	0.00087	0.99661	0.00252	0.00854	0.02108	0.97035
10	7718404	18.30129	355	0.00029	0.99926	0.00045	0.01666	0.02554	0.95783
10	7817575	18.37643	360	0.00017	0.99945	0.00038	0.01218	0.03588	0.95191
10	7856680	18.38472	365	0.00013	0.99946	0.00041	0.01252	0.03971	0.94777
10	7961370	18.44236	370	0.00017	0.99730	0.00252	0.02581	0.04782	0.92637
10	8092956	18.85484	375	0.00123	0.98717	0.01160	0.03465	0.05085	0.91452
10	8179835	19.06800	380	0.00029	0.98818	0.01153	0.01087	0.02882	0.96032
10	8255727	19.19293	385	0.00057	0.97807	0.02135	0.00159	0.01011	0.98830
10	8296902	19.22042	390	0.00122	0.95877	0.04001	0.00315	0.01208	0.98477
10	8416354	19.86411	395	0.00318	0.55809	0.43879	0.03764	0.06418	0.89814
10	8507706	20.11315	400	0.00130	0.20402	0.79454	0.02282	0.07921	0.89796
10	8524799	20.14148	405	0.01618	0.09705	0.88681	0.00785	0.07668	0.91551
10	8609132	20.37175	410	0.04410	0.01612	0.93980	0.00558	0.04877	0.94565
10	8729621	20.49958	415	0.03287	0.00763	0.95950	0.00463	0.05122	0.94413
10	8820643	20.74205	420	0.01628	0.00643	0.97728	0.00340	0.10393	0.89266
10	8974607	20.94255	425	0.00808	0.00402	0.98791	0.00635	0.23092	0.76278
10	8991443	20.95415	430	0.01023	0.00497	0.98480	0.01352	0.31616	0.67039
10	9216607	21.22957	435	0.01050	0.01592	0.97359	0.00655	0.90423	0.08922
10	9377049	21.35586	440	0.00725	0.03237	0.96040	0.00077	0.98591	0.01333
10	9560344	21.44645	445	0.00976	0.05061	0.93964	0.00068	0.99266	0.00666
10	9739579	21.72104	450	0.00743	0.07787	0.91467	0.00019	0.99548	0.00433
10	9966504	21.80202	455	0.00482	0.13730	0.85789	0.00004	0.99861	0.00135
10	10012422	21.81924	460	0.00818	0.21535	0.77645	0.00025	0.99841	0.00133
10	10131667	22.19767	465	0.01004	0.84454	0.14548	0.00081	0.99259	0.00660
10	10242550	22.63892	470	0.00629	0.96482	0.02890	0.00096	0.98722	0.01182
10	10447070	23.04836	475	0.00844	0.97504	0.01653	0.00000	0.99753	0.00247
10	10491792	23.05905	480	0.02272	0.95427	0.02300	0.00045	0.99506	0.00449
10	10557257	23.32017	485	0.81582	0.16092	0.02322	0.92234	0.06767	0.00999
10	10601013	23.48738	490	0.98824	0.00880	0.00295	0.99064	0.00723	0.00213
10	10731744	23.58897	495	0.99738	0.00112	0.00149	0.99669	0.00165	0.00166
10	10829334	23.78171	500	0.99768	0.00127	0.00105	0.99731	0.00095	0.00174
10	11006281	24.07002	505	0.99870	0.00044	0.00086	0.99863	0.00069	0.00067
10	11067653	24.15718	510	0.99896	0.00021	0.00083	0.99805	0.00102	0.00094
10	11131340	24.24625	515	0.99860	0.00015	0.00125	0.99791	0.00093	0.00116
10	11236160	24.41277	520	0.99686	0.00060	0.00255	0.99470	0.00251	0.00278
10	11309583	25.05748	525	0.97032	0.00345	0.02623	0.99779	0.00115	0.00106
10	11362665	25.16532	530	0.91142	0.00383	0.08472	0.99804	0.00125	0.00071
10	11451605	25.49365	535	0.34776	0.01525	0.63703	0.95515	0.03726	0.00761
10	11551578	25.52103	540	0.23057	0.01271	0.75672	0.88982	0.09518	0.01503
10	11717047	25.77461	545	0.07011	0.00802	0.92185	0.18698	0.78266	0.03021
10	11894421	26.07854	550	0.02790	0.00659	0.96551	0.00872	0.97613	0.01515
10	12113913	26.36787	555	0.02098	0.00280	0.97620	0.00186	0.99039	0.00775
10	12371617	26.98129	560	0.00771	0.00204	0.99024	0.00025	0.99308	0.00667
10	12517195	27.39626	565	0.01108	0.00129	0.98763	0.00028	0.99006	0.00965
10	12553816	27.73633	570	0.00795	0.00229	0.98977	0.00009	0.99006	0.00985
10	12696993	27.99444	575	0.00965	0.00217	0.98818	0.00004	0.96092	0.03901
10	12813826	28.37860	580	0.01025	0.00230	0.98745	0.00270	0.77458	0.22270
10	12882659	28.62446	585	0.00723	0.00228	0.99050	0.00005	0.44770	0.55230
10	12977804	28.87581	590	0.00549	0.00197	0.99254	0.00043	0.21634	0.78316
10	13072703	29.22043	595	0.00599	0.00350	0.99051	0.00068	0.08717	0.91212
10	13118212	29.35168	600	0.00998	0.00536	0.98465	0.00027	0.03687	0.96285
10	13238931	29.72898	605	0.01896	0.00970	0.97135	0.00042	0.01153	0.98805
10	13416676	30.12597	610	0.00574	0.09146	0.90278	0.00066	0.00391	0.99543
10	13493398	30.23892	615	0.00596	0.15740	0.83669	0.00060	0.00099	0.99841
10	13600765	30.31532	620	0.00321	0.25036	0.74651	0.00327	0.00117	0.99557
10	13660897	30.34253	625	0.00344	0.30404	0.69264	0.00641	0.00258	0.99101
10	13741618	30.99588	630	0.00575	0.82333	0.17092	0.03905	0.00809	0.95284
10	13800407	31.24742	635	0.00042	0.97807	0.02149	0.21717	0.00885	0.77390
10	13843627	31.38652	640	0.00093	0.99230	0.00677	0.42895	0.01905	0.55206
10	14058105	31.98758	645	0.00058	0.99502	0.00440	0.80928	0.01385	0.17696
10	14126819	32.19779	650	0.00032	0.99745	0.00223	0.94939	0.00663	0.04398
10	14209893	32.28238	655	0.00134	0.99381	0.00486	0.98998	0.00278	0.00725
10	14231086	32.33045	660	0.01152	0.97922	0.00927	0.98517	0.00995	0.00488
10	14344819	32.46612	665	0.14487	0.82949	0.02566	0.92269	0.06645	0.01091
10	14391711	32.71498	670	0.87956	0.09090	0.02956	0.24221	0.74317	0.01464
10	14464402	32.92914	675	0.98680	0.00462	0.00858	0.01303	0.98485	0.00211
10	14513632	32.96379	680	0.99335	0.00111	0.00554	0.00372	0.99485	0.00144
10	14677489	33.36233	685	0.99558	0.00061	0.00381	0.00133	0.99568	0.00299
10	14765752	33.52960	690	0.99768	0.00006	0.00225	0.00067	0.99530	0.00403
10	14866572	33.86768	695	0.99874	0.00009	0.00117	0.00031	0.99552	0.00417
10	15002844	34.23037	700	0.98321	0.00000	0.01677	0.00006	0.99694	0.00300
10	15020004	34.24403	705	0.92886	0.00268	0.06848	0.00008	0.99754	0.00238
10	15074105	34.29756	710	0.70660	0.01775	0.27571	0.00057	0.99571	0.00371
10	15218713	34.58315	715	0.15241	0.02868	0.81888	0.00095	0.99482	0.00423
10	15277284	34.82730	720	0.00696	0.02473	0.96829	0.00023	0.99523	0.00455
10	15428067	34.90791	725	0.00246	0.02326	0.97426	0.00004	0.99767	0.00229
10	15465440	34.98571	730	0.00194	0.03782	0.96025	0.00015	0.99834	0.00151
10	15547889	35.14674	735	0.00273	0.09187	0.90541	0.00003	0.99893	0.00104
10	15644360	35.29084	740	0.00142	0.19513	0.80348	0.00007	0.99720	0.00273
10	15761855	35.46420	745	0.00359	0.39864	0.59784	0.00001	0.99330	0.00669
10	16053313	36.08386	750	0.00026	0.87997	0.11982	0.00068	0.99473	0.00459
10	16280771	36.22599	755	0.00000	0.97606	0.02394	0.00030	0.99736	0.00234
10	16348028	36.27048	760	0.00009	0.99270	0.00720	0.00053	0.99726	0.00221
10	16434272	36.56616	765	0.00017	0.99708	0.00274	0.00078	0.99561	0.00361
10	16527831	36.80062	770	0.00012	0.99756	0.00232	0.00043	0.99771	0.00186
10	16603178	36.87656	775	0.00026	0.99635	0.00340	0.00067	0.99707	0.00226
10	16806832	37.47759	780	0.00132	0.96927	0.02942	0.00285	0.98873	0.00841
10	16945573	37.77633	785	0.00043	0.89778	0.10177	0.00123	0.96716	0.03162
10	16976524	37.79725	790	0.00089	0.84209	0.15701	0.00204	0.92262	0.07538
10	17117303	38.07402	795	0.00306	0.41775	0.57916	0.00246	0.37823	0.61924
10	17166639	38.18776	800	0.00466	0.25590	0.73942	0.00350	0.12464	0.87180
10	17250506	38.29833	805	0.01132	0.15355	0.83508	0.00019	0.05223	0.94758
10	17436773	38.54714	810	0.00991	0.05728	0.93282	0.00133	0.02004	0.97863
10	17597250	38.91338	815	0.00643	0.01860	0.97496	0.00007	0.00382	0.99611
10	17648239	38.96194	820	0.00234	0.00931	0.98835	0.00004	0.00043	0.99953
10	17699672	38.97123	825	0.00259	0.00906	0.98834	0.00011	0.00031	0.99957
10	17825785	39.21407	830	0.00483	0.01729	0.97786	0.00053	0.00393	0.99554
10	17849838	39.25680	835	0.00517	0.02172	0.97309	0.00041	0.00436	0.99523
10	17936256	39.39675	840	0.00776	0.01365	0.97859	0.00056	0.00337	0.99607
10	17990657	39.43970	845	0.00649	0.01305	0.98047	0.00015	0.00335	0.99650
10	18094551	39.68390	850	0.00452	0.01029	0.98520	0.00013	0.00692	0.99296
10	18167342	39.76239	855	0.00634	0.00635	0.98731	0.00078	0.00829	0.99093
10	18347958	40.13378	860	0.00280	0.00203	0.99517	0.00044	0.00482	0.99474
10	18557277	40.32841	865	0.00056	0.00077	0.99867	0.00010	0.00165	0.99825
10	18692986	40.36258	870	0.00018	0.00038	0.99944	0.00005	0.00085	0.99910
10	18770552	40.52921	875	0.00019	0.00035	0.99946	0.00003	0.00048	0.99949
10	18841433	40.54799	880	0.00003	0.00009	0.99989	0.00000	0.00121	0.99879
10	18908336	40.55524	885	0.00004	0.00029	0.99967	0.00002	0.00559	0.99439
10	18987089	40.65356	890	0.00057	0.00253	0.99689	0.00066	0.05247	0.94684
10	19085208	40.74601	895	0.00053	0.01094	0.98853	0.00137	0.23758	0.76101
10	19154140	41.01817	900	0.00296	0.01401	0.98304	0.00044	0.74410	0.25534
10	19394024	41.28447	905	0.00069	0.01634	0.98297	0.00169	0.96106	0.03726
10	19461036	41.50427	910	0.00078	0.02195	0.97728	0.00012	0.99754	0.00234
10	19515549	41.52973	915	0.00063	0.02686	0.97249	0.00006	0.99967	0.00026
10	19621016	41.59140	920	0.00080	0.03839	0.96080	0.00009	0.99969	0.00023
10	19834406	41.68502	925	0.00185	0.05910	0.93902	0.00030	0.99936	0.00033
10	19927245	41.92107	930	0.00140	0.08065	0.91789	0.00020	0.99954	0.00027
10	20019772	42.04744	935	0.00368	0.09756	0.89877	0.00002	0.99945	0.00053
10	20124091	42.15618	940	0.00678	0.08586	0.90739	0.00012	0.99895	0.00093
10	20335956	42.44783	945	0.02871	0.04341	0.92789	0.00014	0.99887	0.00099
10	20419680	42.54061	950	0.04252	0.02501	0.93245	0.00006	0.99935	0.00059
10	20539941	42.63243	955	0.03912	0.01509	0.94580	0.00046	0.99780	0.00174
10	20574780	42.64161	960	0.03201	0.01376	0.95422	0.00209	0.99571	0.00221
